Signal_ID,Symbol,Signal_Date,Open,High,Low,Close,Volume,Return,Sigma20,Shock_Score,Prior20_Median_Volume,Volume_Ratio,Prior20_Median_Traded_Value,ATR14_Signal,Point_In_Time_Member,Cohort,Data_Eligible,Liquidity_OK
ADANIENSOL-2023-08-23,ADANIENSOL,2023-08-23,965.0,969.7000122070312,859.0,890.4000244140625,4192309,-0.07264489738732793,0.030691898703746678,-2.366907896071607,6023187.0,0.6960283650499312,4877964650.505981,39.0940760561258,True,LOW_VOLUME,True,True
INDHOTEL-2023-08-25,INDHOTEL,2023-08-25,396.36287953902263,396.90718601925334,386.6641245301129,387.95068359375,2242422,-0.02475442543611095,0.01225414043017704,-2.020086645583946,2686925.0,0.8345681401602203,1023202185.2334137,8.88450066352802,True,LOW_VOLUME,True,True
KRBL-2023-08-25,KRBL,2023-08-25,391.3507743223638,398.5907576757886,387.58401714797213,390.5680847167969,432884,-0.03271143739015325,0.015623157317798956,-2.093778915794836,438806.5,0.986503162555705,165951739.95762634,10.203437450743763,True,LOW_VOLUME,True,True
ULTRACEMCO-2023-08-25,ULTRACEMCO,2023-08-25,7917.949641114243,7928.5985524789885,7803.715864656059,7813.83251953125,191154,-0.01704346383951061,0.008011392146087457,-2.127403518480139,231188.0,0.8268335726767825,1839411480.0214844,121.11440416891405,True,LOW_VOLUME,True,True
AIAENG-2023-09-04,AIAENG,2023-09-04,3672.2415008787684,3672.2415008787684,3555.8058272981275,3565.03564453125,49835,-0.02494738581028122,0.011585749185133509,-2.1532820546722147,87456.0,0.5698293999268204,310811091.1501465,83.6219719218279,True,LOW_VOLUME,True,True
AIAENG-2023-09-12,AIAENG,2023-09-12,3774.1074224207828,3776.189078415117,3629.8187235357414,3651.281005859375,46305,-0.027049963555798695,0.012570465867353891,-2.151866433689523,56101.5,0.8253790005614823,203967465.83544922,91.90111065286683,True,LOW_VOLUME,True,True
BHARATFORG-2023-09-12,BHARATFORG,2023-09-12,1097.9268857173593,1100.8756598061257,1053.0072750928541,1056.300048828125,1093620,-0.036361143879382496,0.01359396702078658,-2.674800065630772,1498608.5,0.7297569712169656,1459808733.1149597,24.87935157319198,True,LOW_VOLUME,True,True
CGCL-2023-09-12,CGCL,2023-09-12,814.7580877798438,815.5566622893981,769.6379273257355,784.0125122070312,155579,-0.03287765190928438,0.015956539654625127,-2.060449986081696,165609.5,0.9394328223924352,133244675.4968872,24.496661996341235,True,LOW_VOLUME,True,True
CUMMINSIND-2023-09-12,CUMMINSIND,2023-09-12,1700.2262433944998,1705.2664397681988,1639.7438869101104,1643.248046875,843063,-0.031653029422049284,0.00813838348757106,-3.8893509344195674,907872.5,0.9286138747456278,1520272257.1729736,37.49989628949838,True,LOW_VOLUME,True,True
DLF-2023-09-12,DLF,2023-09-12,526.4234748309402,528.2269388611284,508.9247566841195,511.31317138671875,2701774,-0.03023013954509224,0.013084137012673499,-2.310441989090366,3148171.5,0.8582041988500309,1511432357.9232788,11.673212113918462,True,LOW_VOLUME,True,True
FDC-2023-09-12,FDC,2023-09-12,385.4233274381551,386.20513708327235,363.5331643656797,368.0284729003906,244702,-0.03916318715701206,0.014768838651910445,-2.6517445332064784,299198.0,0.8178597450517717,113907171.2600708,12.692980289810793,True,LOW_VOLUME,True,True
GMMPFAUDLR-2023-09-12,GMMPFAUDLR,2023-09-12,1791.1567596952468,1794.1420209614055,1707.6192471854747,1715.181884765625,298317,-0.039749197602361175,0.01933335463458465,-2.055990714164807,365325.5,0.8165786401442001,585399236.9992676,53.73053125719516,True,LOW_VOLUME,True,True
JYOTHYLAB-2023-09-12,JYOTHYLAB,2023-09-12,355.2909060000476,357.1733177015173,325.510397537777,336.5634460449219,776020,-0.046362219431155705,0.020387585074867712,-2.2740417396618287,1029070.0,0.7540983606557377,342719256.13049316,14.396853852850365,True,LOW_VOLUME,True,True
KALYANKJIL-2023-09-12,KALYANKJIL,2023-09-12,247.22081478601265,247.22081478601265,218.86752214455848,227.92068481445312,2564654,-0.07415632807558781,0.03222412662166955,-2.3012672754866967,4089921.0,0.6270668797759175,884621021.1290436,12.30543903958586,True,LOW_VOLUME,True,True
MEDANTA-2023-09-12,MEDANTA,2023-09-12,699.4001162515116,703.3972592253929,674.5178768424756,676.2166748046875,215461,-0.030724159015306785,0.010308875553746618,-2.980359870979383,300127.5,0.7178982265870338,209862284.64450073,19.755471017045608,True,LOW_VOLUME,True,True
MFSL-2023-09-12,MFSL,2023-09-12,958.0,958.75,912.2999877929688,929.3499755859375,712172,-0.02614483131738654,0.010286119340812762,-2.5417585049446547,1242548.0,0.5731545179743559,1095721316.5220947,28.96863875288624,True,LOW_VOLUME,True,True
RBA-2023-09-12,RBA,2023-09-12,123.19999694824219,123.25,115.19999694824219,116.1500015258789,919955,-0.051062090866711096,0.02093933809570591,-2.4385723480525177,1014114.0,0.9071514642338041,118885408.87530518,4.217566998351681,True,LOW_VOLUME,True,True
SRF-2023-09-12,SRF,2023-09-12,2426.3648545664755,2427.355632207074,2343.1891200160253,2352.254638671875,319884,-0.025710164287191417,0.008524186922009328,-3.016142715126078,366166.5,0.8736025824317626,840037193.295166,41.42320264324303,True,LOW_VOLUME,True,True
ZEEL-2023-09-12,ZEEL,2023-09-12,272.38867904763487,273.89465057706235,261.74962323991923,263.83856201171875,10076044,-0.02948534264408842,0.01437620847562216,-2.050981849218932,11136690.5,0.9047610688292002,3013620382.906296,9.74685989524411,True,LOW_VOLUME,True,True
SUPREMEIND-2023-09-13,SUPREMEIND,2023-09-13,4465.791921320254,4465.791921320254,4232.095268832016,4314.375,319237,-0.03648869009595812,0.016251679123343032,-2.2452258513735814,414826.0,0.7695684455651285,1780750721.663086,168.68623317429177,True,LOW_VOLUME,True,True
SUNDARMFIN-2023-09-14,SUNDARMFIN,2023-09-14,2715.469031779429,2735.4586678876462,2648.022176778428,2667.962890625,29681,-0.021597599972209336,0.010261706845647488,-2.104679104272987,56749.5,0.5230178239455854,144387537.1003418,73.51549893494423,True,LOW_VOLUME,True,True
ASTERDM-2023-09-20,ASTERDM,2023-09-20,250.89328291685345,251.45971866421388,245.4554905228613,246.51283264160156,399920,-0.03260219405854603,0.013473776787251372,-2.4196774648511026,428435.0,0.9334438129471215,106560287.91853333,7.523512050687936,True,LOW_VOLUME,True,True
SBILIFE-2023-09-20,SBILIFE,2023-09-20,1363.0508404902487,1369.8163968921103,1333.551212243428,1338.3765869140625,574012,-0.02074691131483175,0.008945324113485923,-2.319302358598032,884086.5,0.6492713099905948,1198582819.43219,24.77450204666403,True,LOW_VOLUME,True,True
ASTRAL-2023-09-22,ASTRAL,2023-09-22,1876.4609927328697,1883.0633797242506,1820.5146799664883,1827.8616943359375,391026,-0.027520219400597012,0.008601868249556222,-3.1993304945140038,588130.5,0.6648626452802566,1112062151.3794556,44.8344514121243,True,LOW_VOLUME,True,True
CGCL-2023-09-22,CGCL,2023-09-22,790.1016954640575,795.1427616893227,768.6396784678765,771.484619140625,145289,-0.03188030919466023,0.013044617919615815,-2.4439435015356246,166261.5,0.8738583496479942,133244675.4968872,28.2772892359418,True,LOW_VOLUME,True,True
SHRIRAMFIN-2023-09-26,SHRIRAMFIN,2023-09-26,370.4460483859417,370.65587996197223,356.9024665458951,359.4967346191406,5973300,-0.03132801599346369,0.013520375353281587,-2.3170966171334832,6276697.5,0.9516628768552252,2277698435.12352,9.364915459720539,True,LOW_VOLUME,True,True
CHAMBLFERT-2023-09-28,CHAMBLFERT,2023-09-28,262.3831799852605,262.851637745343,254.27886645431147,255.6374053955078,1639324,-0.025187512357201958,0.010714129212624329,-2.3508688253940244,3111113.5,0.5269251668253183,817388029.7624817,6.619878870658,True,LOW_VOLUME,True,True
ITC-2023-09-28,ITC,2023-09-28,386.21632194812275,386.21632194812275,377.3323741461521,378.3194885253906,10610213,-0.018701996891325234,0.008249666228442393,-2.26700043049576,10619020.5,0.9991705920522519,4110815897.320862,6.320497276657344,True,LOW_VOLUME,True,True
LTTS-2023-09-28,LTTS,2023-09-28,4584.3077699666765,4589.937209122976,4427.889144308517,4447.47119140625,136486,-0.02421616833785667,0.011105189857684399,-2.180617229258799,142181.0,0.9599454216808153,635461500.7197266,92.06546426148306,True,LOW_VOLUME,True,True
ROUTE-2023-10-03,ROUTE,2023-10-03,1526.1840195062543,1527.4358262861042,1503.0746084853395,1504.807861328125,78996,-0.017446767878090963,0.008241578351226263,-2.116920707972771,139614.0,0.5658171816579999,210091199.97894287,27.043938237985497,True,LOW_VOLUME,True,True
ASHOKLEY-2023-10-04,ASHOKLEY,2023-10-04,81.98122779216156,81.98122779216156,79.39332395410712,79.92476654052734,17863666,-0.026182338610894695,0.013081509580178959,-2.001476851766867,17953284.0,0.9950082670112053,1480592395.7940674,1.812020890978929,True,LOW_VOLUME,True,True
BAJAJHLDNG-2023-10-04,BAJAJHLDNG,2023-10-04,6821.899020158062,6821.947459057282,6614.4969506497455,6632.294921875,31137,-0.027793504518207057,0.009730392722658182,-2.8563599959832175,46467.5,0.6700812395760478,324271836.45092773,150.15919007011067,True,LOW_VOLUME,True,True
LODHA-2023-10-04,LODHA,2023-10-04,783.1739143565585,784.4628325702151,738.3092244853028,743.7127685546875,1438598,-0.048519085309450594,0.02391167371364822,-2.0290961599127644,1731405.0,0.8308847438929655,1220223490.3910522,32.839267321892905,True,LOW_VOLUME,True,True
ADANIGREEN-2023-10-09,ADANIGREEN,2023-10-09,955.0,955.0,935.6500244140625,938.9500122070312,574852,-0.023198946988784108,0.011242866563894761,-2.0634370119881162,4877267.5,0.11786353731879583,4916111934.0433655,27.633045281269204,True,LOW_VOLUME,True,True
ADANIPOWER-2023-10-09,ADANIPOWER,2023-10-09,70.45999908447266,71.0,67.80000305175781,68.4000015258789,36765005,-0.06121327267514465,0.0261359081341755,-2.3421138596328985,86954665.0,0.4228065854776164,6515991851.389961,2.7955815952610124,True,LOW_VOLUME,True,True
ARE&M-2023-10-09,ARE&M,2023-10-09,617.8128690247357,621.541026489349,610.356494991583,614.1331176757812,366439,-0.016057632553357015,0.007210866104709154,-2.226865999199508,367552.5,0.996970500812809,230542685.80386353,12.107606941570248,True,LOW_VOLUME,True,True
ATUL-2023-10-09,ATUL,2023-10-09,6924.105745956724,6931.324343440454,6773.796680920245,6807.7646484375,20449,-0.020028257043930298,0.009414952162805572,-2.1272818701143623,25634.0,0.7977295779043458,177719760.8071289,134.2528566812793,True,LOW_VOLUME,True,True
CEATLTD-2023-10-09,CEATLTD,2023-10-09,2016.7095191548615,2033.5789962104286,1993.6355605842662,2008.662841796875,61633,-0.025126259888427538,0.00991578577543189,-2.5339655835125323,106747.5,0.5773718354059814,219408212.80371094,55.89794881950155,True,LOW_VOLUME,True,True
GLAND-2023-10-09,GLAND,2023-10-09,1605.9419055804112,1611.9277128088268,1561.2189042796308,1571.8277587890625,160537,-0.03383190640025313,0.011535457255709616,-2.9328621874531775,213857.0,0.7506745161486413,346713424.18359375,51.53299972275773,True,LOW_VOLUME,True,True
INDIAMART-2023-10-09,INDIAMART,2023-10-09,2708.792155631098,2708.792155631098,2635.214049149512,2649.004150390625,132425,-0.02207177294133722,0.008508185819236711,-2.594180875955214,151896.0,0.8718136093116343,438752305.3034668,67.23423021240347,True,LOW_VOLUME,True,True
INDIANB-2023-10-09,INDIANB,2023-10-09,392.11795700461096,395.8524137379882,375.3129017044133,376.47991943359375,1817791,-0.05351485540862455,0.0244935693801584,-2.1848532803869545,2179058.0,0.8342095529352592,847607435.6764069,16.353158327588137,True,LOW_VOLUME,True,True
JAMNAAUTO-2023-10-09,JAMNAAUTO,2023-10-09,112.84361423993695,112.84361423993695,108.36796324790049,108.98693084716797,965716,-0.04266003292521392,0.019504998913553572,-2.1871333146073875,1551698.5,0.6223605938911457,180334761.75907898,3.6394819952164497,True,LOW_VOLUME,True,True
KANSAINER-2023-10-09,KANSAINER,2023-10-09,294.20512156691717,307.1156027298736,294.20512156691717,303.468017578125,273373,-0.02362563145216745,0.009679923151199631,-2.4406837826227505,320809.5,0.8521349897680711,100557433.73008728,6.984778291396547,True,LOW_VOLUME,True,True
KARURVYSYA-2023-10-09,KARURVYSYA,2023-10-09,105.32287091560862,108.40153690533228,103.70251414848501,104.91777801513672,1415131,-0.02374678295281074,0.010803098747061807,-2.1981455051745518,2220737.5,0.6372347024355648,244431893.3466301,3.6072954096237484,True,LOW_VOLUME,True,True
KEC-2023-10-09,KEC,2023-10-09,659.9363395993095,663.7982012249107,646.2487710742868,649.5239868164062,131132,-0.03141859418001114,0.01392697914135044,-2.25595183715947,208338.0,0.6294195010031776,137201328.15701294,19.38236411124712,True,LOW_VOLUME,True,True
MRPL-2023-10-09,MRPL,2023-10-09,91.55265038352132,91.84191921337231,87.26187599800728,89.19031524658203,5100094,-0.04095380949701066,0.01717768037469606,-2.3841292074183964,5317056.0,0.9591950884098268,483455496.5832367,3.8463811566714177,True,LOW_VOLUME,True,True
NH-2023-10-09,NH,2023-10-09,1071.6469082260433,1074.6237051933379,1042.8712042088623,1045.500732421875,210595,-0.035339838105663435,0.016231618345848884,-2.1772220953372363,309421.0,0.6806099133542972,331006660.3407593,30.497572337106533,True,LOW_VOLUME,True,True
NUVOCO-2023-10-09,NUVOCO,2023-10-09,364.0,364.6000061035156,355.0,357.29998779296875,145181,-0.033148424853589153,0.014411658111688739,-2.300111798149288,285355.5,0.5087723909299102,105820163.5833435,12.063796638318545,True,LOW_VOLUME,True,True
POONAWALLA-2023-10-09,POONAWALLA,2023-10-09,382.3799364595437,382.3799364595437,371.47612142840876,372.8702392578125,1641191,-0.03727982137115038,0.0180177372481701,-2.0690623277313334,1641541.5,0.9997864811824739,619860998.2563324,11.379972569440516,True,LOW_VOLUME,True,True
TIMKEN-2023-10-09,TIMKEN,2023-10-09,3024.2859334053924,3035.059037609966,2946.2561516827527,2956.880859375,43826,-0.022511466220210163,0.009332384374266908,-2.4121880665656272,44138.0,0.9929312610449046,137828855.12805176,63.73395529358384,True,LOW_VOLUME,True,True
TTML-2023-10-09,TTML,2023-10-09,97.5999984741211,97.6500015258789,94.05000305175781,94.75,4983666,-0.050601231436223526,0.02361249125468021,-2.1429857142326694,6873744.5,0.7250292762554674,678779875.359623,3.93135947739657,True,LOW_VOLUME,True,True
DEVYANI-2023-10-18,DEVYANI,2023-10-18,210.89999389648438,210.89999389648438,202.14999389648438,203.85000610351562,1096354,-0.02603916325263722,0.012594879968886672,-2.0674403660028657,1110636.0,0.9871407013639032,238678306.79122925,5.988149229275543,True,LOW_VOLUME,True,True
PAGEIND-2023-10-18,PAGEIND,2023-10-18,37308.52251625537,37721.57326687189,36741.62047670711,36798.55859375,10568,-0.01807902726311228,0.0065638272273600045,-2.7543423427955966,18044.0,0.5856794502327644,674584704.734375,702.3820668950065,True,LOW_VOLUME,True,True
RAINBOW-2023-10-18,RAINBOW,2023-10-18,1073.7506287226963,1081.595859873239,1037.7520527308372,1040.9298095703125,129073,-0.039009859638568956,0.01230318248074026,-3.1707129191683587,195632.5,0.6597727882637088,207107828.85412598,30.57068223852084,True,LOW_VOLUME,True,True
GLAND-2023-10-20,GLAND,2023-10-20,1564.4793713590338,1570.6597904594094,1505.789449092837,1517.2744140625,136295,-0.03083613743018021,0.013844499409001962,-2.227320506087057,179286.0,0.7602099438885357,289260227.68652344,46.912371990688165,True,LOW_VOLUME,True,True
AFFLE-2023-10-23,AFFLE,2023-10-23,1080.0,1086.800048828125,1030.0,1036.0,139580,-0.0337623137664852,0.011277920439897969,-2.993664829115486,155145.0,0.899674498050211,167882795.80322266,26.305155569502983,True,LOW_VOLUME,True,True
AMBUJACEM-2023-10-23,AMBUJACEM,2023-10-23,427.75652439315184,427.75652439315184,406.8505789740957,411.150390625,1925177,-0.034582773356283014,0.013342076092814724,-2.5920084037676347,2366652.5,0.8134599397249913,994858547.2059937,10.072485504886496,True,LOW_VOLUME,True,True
BATAINDIA-2023-10-23,BATAINDIA,2023-10-23,1500.7106740401414,1507.2905327734065,1465.2917253586677,1468.7916259765625,117534,-0.021391091527920514,0.007925102993368805,-2.6991562817314985,141216.0,0.8322994561522774,216042572.72235107,26.583424733095217,True,LOW_VOLUME,True,True
BSOFT-2023-10-23,BSOFT,2023-10-23,521.6408198934984,522.928445309568,498.7015501382579,502.13531494140625,1728468,-0.039412530861278494,0.019121990499355073,-2.061110262689847,1796755.5,0.9619939941744995,892463018.0894318,14.93354781326346,True,LOW_VOLUME,True,True
CASTROLIND-2023-10-23,CASTROLIND,2023-10-23,122.16666313737035,122.76511071708391,117.20819438181707,117.93486022949219,1156659,-0.0346395357464121,0.01469024282835603,-2.357996130571013,1481616.5,0.7806736763528214,181423617.40522766,3.678332010480516,True,LOW_VOLUME,True,True
COROMANDEL-2023-10-23,COROMANDEL,2023-10-23,1117.4388785470417,1129.154781574295,1087.9030491581332,1093.2686767578125,186429,-0.023994691506475707,0.010930539160041577,-2.1951974330957373,261759.5,0.7122148384299328,288610226.25115967,25.285633920355558,True,LOW_VOLUME,True,True
CRISIL-2023-10-23,CRISIL,2023-10-23,4038.737804437311,4102.159849486137,3765.5264437955902,3870.781494140625,43736,-0.04032956588721048,0.018234214519076013,-2.2117522992295098,46139.0,0.9479182470361299,174263464.024292,127.45876221380374,True,LOW_VOLUME,True,True
ELGIEQUIP-2023-10-23,ELGIEQUIP,2023-10-23,493.2324757446033,497.68046400282117,464.61707255079466,471.48675537109375,175217,-0.044662554487060024,0.01792679476378403,-2.4913853857069848,206378.5,0.8490080119779919,100078742.83927917,17.479033623993825,True,LOW_VOLUME,True,True
FORTIS-2023-10-23,FORTIS,2023-10-23,332.3687633998496,332.3687633998496,318.6279454087872,323.6562805175781,480831,-0.021523302687728063,0.009755802485059872,-2.206205252790742,900822.5,0.533768861235149,301061020.2243805,7.520322632487081,True,LOW_VOLUME,True,True
GESHIP-2023-10-23,GESHIP,2023-10-23,784.6925993263021,787.1563234577903,749.2881422730895,756.0861206054688,273432,-0.035670653244628814,0.01513288685184904,-2.357161167848838,300707.5,0.9092955779287181,235388151.65924072,27.2369497437536,True,LOW_VOLUME,True,True
HDFCLIFE-2023-10-23,HDFCLIFE,2023-10-23,631.8330566211016,638.468306138605,615.7896346303999,619.206298828125,2502483,-0.022970471104796886,0.01093610322019093,-2.1004255942269583,2956070.5,0.8465572793341701,1823822456.5220032,13.242998922749885,True,LOW_VOLUME,True,True
IDEA-2023-10-23,IDEA,2023-10-23,11.800000190734863,11.899999618530273,10.850000381469727,10.949999809265137,229385426,-0.06808512261573307,0.03120214418333397,-2.182065508565256,238656561.0,0.9611528174161531,2840012984.859747,0.6319838014216531,True,LOW_VOLUME,True,True
IEX-2023-10-23,IEX,2023-10-23,123.49876261525753,124.34594264272751,118.13334656043585,118.88639068603516,5140453,-0.036980397883723204,0.013107755275501006,-2.821260933429331,5280649.5,0.9734508984169467,661491603.4191017,3.224627320548445,True,LOW_VOLUME,True,True
IOB-2023-10-23,IOB,2023-10-23,40.45000076293945,40.70000076293945,36.849998474121094,37.150001525878906,48883675,-0.08271601170669363,0.028595296884584915,-2.8926439211506834,64074418.5,0.7629203064870577,2826905844.9190807,2.3946956363856122,True,LOW_VOLUME,True,True
IOC-2023-10-23,IOC,2023-10-23,76.66191459612376,76.66191459612376,74.41214511892802,74.66683197021484,9592121,-0.026024481324125603,0.010545461513874648,-2.467837115510329,10449957.5,0.9179100489164669,783221713.7453842,1.3509828175393572,True,LOW_VOLUME,True,True
JINDALSTEL-2023-10-23,JINDALSTEL,2023-10-23,658.6279802250488,660.1192133878225,633.3267120943018,636.4086303710938,1313725,-0.03359002822509971,0.014841441279704588,-2.2632591802949413,1430990.0,0.9180532358716693,988746058.385376,17.616476980723917,True,LOW_VOLUME,True,True
JKCEMENT-2023-10-23,JKCEMENT,2023-10-23,3265.942900398787,3303.779230607988,3115.0921721137383,3140.76171875,62665,-0.038329253537073504,0.014137600888657871,-2.7111568531987484,66336.0,0.9446605161601543,211158675.91516113,87.76479029604972,True,LOW_VOLUME,True,True
JKLAKSHMI-2023-10-23,JKLAKSHMI,2023-10-23,662.1091078096763,665.4683497278086,639.7629135352371,643.9497680664062,213089,-0.024053911250054072,0.011134943235869185,-2.1602185786245225,227672.5,0.9359452722660839,145888346.4692688,15.679803576136566,True,LOW_VOLUME,True,True
JSWSTEEL-2023-10-23,JSWSTEEL,2023-10-23,758.3987659986498,762.3344109286409,734.0961465453196,736.9003295898438,1715908,-0.026579213899046383,0.011146736714234572,-2.3844838700733173,1715948.5,0.9999763978930604,1316273183.229309,15.812879368252855,True,LOW_VOLUME,True,True
JYOTHYLAB-2023-10-23,JYOTHYLAB,2023-10-23,356.1597207342557,359.876230245446,335.45331036797614,338.7837219238281,367755,-0.04477408125482074,0.01960557248951621,-2.283742608320314,729191.0,0.5043328839769005,256568136.94210815,14.738292180574643,True,LOW_VOLUME,True,True
KNRCON-2023-10-23,KNRCON,2023-10-23,274.30083184593724,276.99541873674804,255.48848969685992,260.9276123046875,745017,-0.04858060058622493,0.009686802545844626,-5.015132739240636,759714.5,0.9806539167016031,213514373.65046692,8.651412564450569,True,LOW_VOLUME,True,True
LTM-2023-10-23,LTM,2023-10-23,5182.807005116968,5182.807005116968,4970.011895974011,4986.0673828125,268286,-0.03959426096525265,0.017827311261824116,-2.22098893006041,278185.5,0.9644140330822419,1376451989.0651855,123.37214397435908,True,LOW_VOLUME,True,True
MFSL-2023-10-23,MFSL,2023-10-23,927.5,927.5499877929688,879.5,890.1500244140625,507507,-0.04016605458203948,0.013430561435373738,-2.9906459812059047,744640.5,0.6815463300747139,681529178.594574,24.160333514658525,True,LOW_VOLUME,True,True
NAUKRI-2023-10-23,NAUKRI,2023-10-23,828.5898562573531,830.5307572582253,800.0177922484788,802.5301513671875,947535,-0.030989904239473565,0.014539857928838688,-2.131376000449597,1448637.5,0.6540870300541025,1193058572.35672,18.324015244444258,True,LOW_VOLUME,True,True
OIL-2023-10-23,OIL,2023-10-23,198.2392511200623,198.5158098867061,186.83841840736252,188.9280548095703,2639248,-0.04696944774502887,0.019847281244545097,-2.366543163585095,3687597.5,0.7157093473460702,724598605.600235,6.668503034323599,True,LOW_VOLUME,True,True
PETRONET-2023-10-23,PETRONET,2023-10-23,202.19515418318153,202.82114262659974,195.89052607366506,196.65065002441406,1335598,-0.027206477109376626,0.012777838114346412,-2.129192502355336,1946438.0,0.6861754651316918,399604222.42298126,4.831314211302512,True,LOW_VOLUME,True,True
RADICO-2023-10-23,RADICO,2023-10-23,1237.2361464995258,1237.88266262377,1163.685315507068,1180.941650390625,177938,-0.03924418445870037,0.013597351851296506,-2.886163783057393,184322.0,0.9653649591475787,217396402.24487305,34.60982756181627,True,LOW_VOLUME,True,True
RAYMOND-2023-10-23,RAYMOND,2023-10-23,1767.6830846588232,1773.0120572542633,1645.1161070082662,1700.746826171875,147291,-0.03718849036602334,0.014972129283791024,-2.4838477988754724,173514.5,0.8488685383642289,311661724.1412964,55.431922394300166,True,LOW_VOLUME,True,True
RELIANCE-2023-10-23,RELIANCE,2023-10-23,1131.356812199955,1139.38499918609,1114.1888431065277,1118.116455078125,7853962,-0.015614776896139881,0.00774376611867743,-2.0164318829927104,10193174.0,0.7705119131685577,11717413296.490479,14.997698275175006,True,LOW_VOLUME,True,True
RITES-2023-10-23,RITES,2023-10-23,227.252742174843,227.85381194238312,213.6129539873397,216.10972595214844,1245880,-0.04854954691626345,0.01651309723552012,-2.9400630435235406,1451558.0,0.8583053519046432,325504857.1537628,8.146034765874468,True,LOW_VOLUME,True,True
SCHAEFFLER-2023-10-23,SCHAEFFLER,2023-10-23,3007.8777399545174,3023.586042813949,2864.5526368834317,2892.846923828125,54810,-0.03824316469764821,0.017621600119129607,-2.1702435896347634,60126.0,0.9115856700928051,189891599.27539062,81.98622452180823,True,LOW_VOLUME,True,True
SRF-2023-10-23,SRF,2023-10-23,2199.625382225937,2220.77833823425,2148.2038811554244,2152.61279296875,337697,-0.027462049453594872,0.010072674115298816,-2.726391138961233,380442.0,0.8876438458424675,845106468.0356445,42.70635735637378,True,LOW_VOLUME,True,True
TCS-2023-10-23,TCS,2023-10-23,3173.81148296811,3179.2488637203114,3108.288267201467,3116.375732421875,1106272,-0.024151955755536192,0.008890699627103711,-2.716541641099631,1818143.0,0.6084625906763109,5939630407.807861,50.49424515249182,True,LOW_VOLUME,True,True
