Entry_ID,Symbol,Signal_Date,Entry_Date,Entry_Open,Exit_Date,Exit_Price,Holding_Sessions,Gross_Return,Exit_Reason
CAMPUS-2023-08-02,CAMPUS,2023-08-02,2023-08-03,291.7578901368493,2023-08-10,286.9587677360586,5,-0.016448989257975888,FIXED_HORIZON
CARBORUNIV-2023-08-02,CARBORUNIV,2023-08-02,2023-08-03,1227.966051097852,2023-08-10,1114.0988366072118,5,-0.0927283082368916,FIXED_HORIZON
CHOLAFIN-2023-08-02,CHOLAFIN,2023-08-02,2023-08-03,1095.4073448184379,2023-08-10,1050.244404329778,5,-0.041229357007959044,FIXED_HORIZON
FORTIS-2023-08-02,FORTIS,2023-08-02,2023-08-03,335.40569770439174,2023-08-10,329.1327100746408,5,-0.018702686545532754,FIXED_HORIZON
GAIL-2023-08-02,GAIL,2023-08-02,2023-08-03,104.8247928528119,2023-08-10,106.8519171747343,5,0.019338214431472878,FIXED_HORIZON
GNFC-2023-08-02,GNFC,2023-08-02,2023-08-03,525.7810378829544,2023-08-10,499.6248029791705,5,-0.049747391060547486,FIXED_HORIZON
MFSL-2023-08-02,MFSL,2023-08-02,2023-08-03,770.0,2023-08-10,821.0,5,0.0662337662337662,FIXED_HORIZON
NMDC-2023-08-02,NMDC,2023-08-02,2023-08-03,33.28852905527707,2023-08-10,32.87990219405727,5,-0.012275305422515093,FIXED_HORIZON
PETRONET-2023-08-02,PETRONET,2023-08-02,2023-08-03,198.8665669162898,2023-08-10,204.5131566178833,5,0.0283938612163519,FIXED_HORIZON
RAIN-2023-08-02,RAIN,2023-08-02,2023-08-03,161.2553285242061,2023-08-10,155.45760148366523,5,-0.03595370828115352,FIXED_HORIZON
REDINGTON-2023-08-02,REDINGTON,2023-08-02,2023-08-03,152.79737818785048,2023-08-10,145.5877405021803,5,-0.047184302317063165,FIXED_HORIZON
SAIL-2023-08-02,SAIL,2023-08-02,2023-08-03,89.6248315988438,2023-08-10,89.47972786139042,5,-0.0016190126649594516,FIXED_HORIZON
TATASTEEL-2023-08-02,TATASTEEL,2023-08-02,2023-08-03,111.40653360355275,2023-08-10,112.62666320800781,5,0.010952047110602825,FIXED_HORIZON
GODREJPROP-2023-08-03,GODREJPROP,2023-08-03,2023-08-04,1565.433103300063,2023-08-11,1529.6063360593923,5,-0.02288616943460886,FIXED_HORIZON
ICICIBANK-2023-08-03,ICICIBANK,2023-08-03,2023-08-04,937.3457361804816,2023-08-11,939.9391281743053,5,0.0027667400551596444,FIXED_HORIZON
INDIGO-2023-08-03,INDIGO,2023-08-03,2023-08-04,2460.9412385353935,2023-08-11,2552.4866645134766,5,0.0371993546796614,FIXED_HORIZON
LICHSGFIN-2023-08-03,LICHSGFIN,2023-08-03,2023-08-04,363.3253653114735,2023-08-11,400.5429357071932,5,0.10243592644244259,FIXED_HORIZON
TITAN-2023-08-03,TITAN,2023-08-03,2023-08-04,2892.204047203407,2023-08-11,2960.1027771142753,5,0.023476465976362437,FIXED_HORIZON
VEDL-2023-08-03,VEDL,2023-08-03,2023-08-04,207.03110927658395,2023-08-11,198.36755754370333,5,-0.04184661794622624,FIXED_HORIZON
ABBOTINDIA-2023-08-04,ABBOTINDIA,2023-08-04,2023-08-07,22799.78796983069,2023-08-14,22514.789878235617,5,-0.012500032542942519,FIXED_HORIZON
ABFRL-2023-08-04,ABFRL,2023-08-04,2023-08-07,209.0,2023-08-14,211.8000030517578,5,0.013397143788314914,FIXED_HORIZON
CUMMINSIND-2023-08-04,CUMMINSIND,2023-08-04,2023-08-07,1709.8264527046613,2023-08-14,1664.320584229125,5,-0.026614320069474617,FIXED_HORIZON
DEVYANI-2023-08-04,DEVYANI,2023-08-04,2023-08-07,188.5,2023-08-14,198.25,5,0.051724137931034475,FIXED_HORIZON
HUDCO-2023-08-04,HUDCO,2023-08-04,2023-08-07,55.15666789925174,2023-08-14,60.276128334988584,5,0.09281670976005962,FIXED_HORIZON
KPIL-2023-08-04,KPIL,2023-08-04,2023-08-07,585.9350453163877,2023-08-14,627.242844789907,5,0.07049893977789701,FIXED_HORIZON
METROPOLIS-2023-08-04,METROPOLIS,2023-08-04,2023-08-07,339.99599086794916,2023-08-14,342.3307075297716,5,0.006866894682676428,FIXED_HORIZON
MGL-2023-08-04,MGL,2023-08-04,2023-08-07,984.7678024899201,2023-08-14,931.2142111507753,5,-0.0543819479107035,FIXED_HORIZON
SBIN-2023-08-04,SBIN,2023-08-04,2023-08-07,546.46297490863,2023-08-14,542.6272987876729,5,-0.00701909607251705,FIXED_HORIZON
BALKRISIND-2023-08-07,BALKRISIND,2023-08-07,2023-08-08,2322.6452575611174,2023-08-16,2321.331013755135,5,-0.0005658392308098836,FIXED_HORIZON
BRITANNIA-2023-08-07,BRITANNIA,2023-08-07,2023-08-08,4440.119987824114,2023-08-16,4301.963884520798,5,-0.03111539861133783,FIXED_HORIZON
GESHIP-2023-08-07,GESHIP,2023-08-07,2023-08-08,697.7395392150952,2023-08-16,666.1150192584143,5,-0.04532424806003699,FIXED_HORIZON
GSFC-2023-08-07,GSFC,2023-08-07,2023-08-08,143.70994918062206,2023-08-16,138.89235671138718,5,-0.03352302674033991,FIXED_HORIZON
INDIACEM-2023-08-07,INDIACEM,2023-08-07,2023-08-08,215.0,2023-08-16,250.60000610351562,5,0.1655814237372819,FIXED_HORIZON
MRF-2023-08-07,MRF,2023-08-07,2023-08-08,107695.94682680396,2023-08-16,104992.75846213433,5,-0.025100186630207078,FIXED_HORIZON
ADANIENT-2023-08-08,ADANIENT,2023-08-08,2023-08-09,2485.034020222413,2023-08-17,2451.6784896146355,5,-0.013422564977517704,FIXED_HORIZON
BORORENEW-2023-08-08,BORORENEW,2023-08-08,2023-08-09,478.3999938964844,2023-08-17,464.79998779296875,5,-0.028428106766360872,FIXED_HORIZON
GODREJCP-2023-08-08,GODREJCP,2023-08-08,2023-08-09,958.2255917345445,2023-08-17,988.907972102296,5,0.03201999678615475,FIXED_HORIZON
GRAPHITE-2023-08-08,GRAPHITE,2023-08-08,2023-08-09,415.4124308693695,2023-08-17,410.3702462836181,5,-0.012137779736632215,FIXED_HORIZON
MEDPLUS-2023-08-08,MEDPLUS,2023-08-08,2023-08-09,905.0,2023-08-17,908.9000244140625,5,0.004309419242058077,FIXED_HORIZON
RAMCOCEM-2023-08-08,RAMCOCEM,2023-08-08,2023-08-09,843.5157008536918,2023-08-17,835.6259141669763,5,-0.009353455636605834,FIXED_HORIZON
BATAINDIA-2023-08-09,BATAINDIA,2023-08-09,2023-08-10,1558.5757220328787,2023-08-18,1629.5070349490857,5,0.045510341213123695,FIXED_HORIZON
DIVISLAB-2023-08-09,DIVISLAB,2023-08-09,2023-08-10,3659.3374242971645,2023-08-18,3608.037703091486,5,-0.014018855125263907,FIXED_HORIZON
EPL-2023-08-09,EPL,2023-08-09,2023-08-10,198.72630900074486,2023-08-18,181.40873771965693,5,-0.08714282154268271,FIXED_HORIZON
ASIANPAINT-2023-08-10,ASIANPAINT,2023-08-10,2023-08-11,3134.46112306324,2023-08-21,3058.9529056819197,5,-0.024089696575189223,FIXED_HORIZON
EQUITASBNK-2023-08-10,EQUITASBNK,2023-08-10,2023-08-11,86.39142519881433,2023-08-21,81.80033741693123,5,-0.05314286425206605,FIXED_HORIZON
GRANULES-2023-08-10,GRANULES,2023-08-10,2023-08-11,299.6557877620948,2023-08-21,290.7256792898069,5,-0.02980122139131769,FIXED_HORIZON
ICICIGI-2023-08-10,ICICIGI,2023-08-10,2023-08-11,1335.6408926187787,2023-08-21,1292.6029969734238,5,-0.032222654969009557,FIXED_HORIZON
MOTHERSON-2023-08-10,MOTHERSON,2023-08-10,2023-08-11,64.92553289806226,2023-08-21,61.971392198893135,5,-0.045500445930992006,FIXED_HORIZON
PIDILITIND-2023-08-10,PIDILITIND,2023-08-10,2023-08-11,1250.9484034805585,2023-08-21,1215.3337794137838,5,-0.0284700983411329,FIXED_HORIZON
PRESTIGE-2023-08-10,PRESTIGE,2023-08-10,2023-08-11,558.5559314823638,2023-08-21,552.2426345857294,5,-0.01130289115340588,FIXED_HORIZON
ALKEM-2023-08-11,ALKEM,2023-08-11,2023-08-14,3728.5350000061926,2023-08-22,3732.4776367054046,5,0.001057422472688474,FIXED_HORIZON
APOLLOTYRE-2023-08-11,APOLLOTYRE,2023-08-11,2023-08-14,382.4920991938165,2023-08-22,385.1483107190559,5,0.006944487300098334,FIXED_HORIZON
CONCOR-2023-08-11,CONCOR,2023-08-11,2023-08-14,636.1658027093717,2023-08-22,632.482941980913,5,-0.005789152313396606,FIXED_HORIZON
MTARTECH-2023-08-11,MTARTECH,2023-08-11,2023-08-14,2222.199951171875,2023-08-22,2149.0,5,-0.03294030815421134,FIXED_HORIZON
TIINDIA-2023-08-11,TIINDIA,2023-08-11,2023-08-14,2839.007602020737,2023-08-22,2814.6932938771565,5,-0.00856436880488598,FIXED_HORIZON
TORNTPOWER-2023-08-11,TORNTPOWER,2023-08-11,2023-08-14,614.3771347378424,2023-08-22,611.016985250561,5,-0.005469196845542146,FIXED_HORIZON
CHAMBLFERT-2023-08-14,CHAMBLFERT,2023-08-14,2023-08-16,234.76971114481924,2023-08-23,247.7673170270333,5,0.0553632145255587,FIXED_HORIZON
CUB-2023-08-14,CUB,2023-08-14,2023-08-16,88.6191668364168,2023-08-23,90.88022895366962,5,0.025514368933602594,FIXED_HORIZON
ELGIEQUIP-2023-08-14,ELGIEQUIP,2023-08-14,2023-08-16,481.9147890219227,2023-08-23,463.5298285178357,5,-0.0381498159485838,FIXED_HORIZON
JINDALSTEL-2023-08-14,JINDALSTEL,2023-08-14,2023-08-16,656.3386025431581,2023-08-23,654.1543170122139,5,-0.0033279857721008055,FIXED_HORIZON
JKCEMENT-2023-08-14,JKCEMENT,2023-08-14,2023-08-16,3101.0954953076416,2023-08-23,3106.0411945176024,5,0.001594823254377209,FIXED_HORIZON
MUTHOOTFIN-2023-08-14,MUTHOOTFIN,2023-08-14,2023-08-16,1225.1782450005417,2023-08-23,1212.7706558731088,5,-0.010127170620326642,FIXED_HORIZON
NATIONALUM-2023-08-14,NATIONALUM,2023-08-14,2023-08-16,79.5977845744856,2023-08-23,78.63030122812941,5,-0.012154651684442852,FIXED_HORIZON
NYKAA-2023-08-14,NYKAA,2023-08-14,2023-08-16,134.0500030517578,2023-08-23,135.39999389648438,5,0.010070800551980064,FIXED_HORIZON
PNCINFRA-2023-08-14,PNCINFRA,2023-08-14,2023-08-16,330.4438936085343,2023-08-23,330.79225519150685,5,0.0010542230911527728,FIXED_HORIZON
RCF-2023-08-14,RCF,2023-08-14,2023-08-16,101.81335014746094,2023-08-23,107.10917840372296,5,0.052015067263692094,FIXED_HORIZON
SAIL-2023-08-14,SAIL,2023-08-14,2023-08-16,84.25604752388618,2023-08-23,83.53053365169615,5,-0.008610822528606676,FIXED_HORIZON
TIMKEN-2023-08-14,TIMKEN,2023-08-14,2023-08-16,3187.412357140996,2023-08-23,3173.921221711514,5,-0.004232629455444226,FIXED_HORIZON
COFORGE-2023-08-16,COFORGE,2023-08-16,2023-08-17,985.8477866806688,2023-08-24,919.4353066544209,5,-0.06736585599066724,FIXED_HORIZON
CROMPTON-2023-08-16,CROMPTON,2023-08-16,2023-08-17,275.4197280019934,2023-08-24,303.03947920864687,5,0.10028239954711426,FIXED_HORIZON
INDUSTOWER-2023-08-16,INDUSTOWER,2023-08-16,2023-08-17,156.07615661621094,2023-08-24,157.81087671281185,5,0.011114574667971722,FIXED_HORIZON
BAJAJHLDNG-2023-08-17,BAJAJHLDNG,2023-08-17,2023-08-18,6849.629088718157,2023-08-25,6851.305528702236,5,0.0002447490166790356,FIXED_HORIZON
EASEMYTRIP-2023-08-17,EASEMYTRIP,2023-08-17,2023-08-18,19.10164092497598,2023-08-25,19.774938178069387,5,0.03524813683483341,FIXED_HORIZON
TRITURBINE-2023-08-17,TRITURBINE,2023-08-17,2023-08-18,373.89779443623166,2023-08-25,380.76910248512365,5,0.018377503561508357,FIXED_HORIZON
PAGEIND-2023-08-18,PAGEIND,2023-08-18,2023-08-21,38403.446258615644,2023-08-28,37448.60822081749,5,-0.024863342507547403,FIXED_HORIZON
RAJESHEXPO-2023-08-21,RAJESHEXPO,2023-08-21,2023-08-22,532.0,2023-08-29,507.5,5,-0.046052631578947345,FIXED_HORIZON
ADANIPOWER-2023-08-23,ADANIPOWER,2023-08-23,2023-08-24,66.0,2023-08-31,62.79999923706055,5,-0.048484860044537115,FIXED_HORIZON
BORORENEW-2023-08-23,BORORENEW,2023-08-23,2023-08-24,432.0,2023-08-31,441.29998779296875,5,0.021527749520761086,FIXED_HORIZON
SONACOMS-2023-08-23,SONACOMS,2023-08-23,2023-08-24,580.7711095631831,2023-08-31,571.8777901356178,5,-0.015312950801313563,FIXED_HORIZON
CAMPUS-2023-08-24,CAMPUS,2023-08-24,2023-08-25,291.9063282885205,2023-09-01,298.7834335290294,5,0.02355928794291695,FIXED_HORIZON
CAMS-2023-08-24,CAMS,2023-08-24,2023-08-25,463.21575474217786,2023-09-01,452.34501726304376,5,-0.023467978728799244,FIXED_HORIZON
DRREDDY-2023-08-25,DRREDDY,2023-08-25,2023-08-28,1134.756049913164,2023-09-04,1096.4727325905374,5,-0.03373704623611051,FIXED_HORIZON
TVSMOTOR-2023-08-25,TVSMOTOR,2023-08-25,2023-08-28,1321.566335211733,2023-09-04,1444.1889362124737,5,0.09278580857698282,FIXED_HORIZON
RAJESHEXPO-2023-08-29,RAJESHEXPO,2023-08-29,2023-08-30,492.0,2023-09-06,516.0,5,0.04878048780487809,FIXED_HORIZON
UNIONBANK-2023-08-29,UNIONBANK,2023-08-29,2023-08-30,80.04326870349014,2023-09-06,82.65189231687691,5,0.03259016848812202,FIXED_HORIZON
HINDPETRO-2023-08-30,HINDPETRO,2023-08-30,2023-08-31,149.11621061849104,2023-09-07,147.93227668780986,5,-0.007939672861659752,FIXED_HORIZON
AMBUJACEM-2023-08-31,AMBUJACEM,2023-08-31,2023-09-01,422.61654579501936,2023-09-08,434.97230894288305,5,0.02923634502908601,FIXED_HORIZON
ASHOKLEY-2023-08-31,ASHOKLEY,2023-08-31,2023-09-01,85.33163558113812,2023-09-08,85.03125275817563,5,-0.0035201812424756618,FIXED_HORIZON
BPCL-2023-08-31,BPCL,2023-08-31,2023-09-01,145.22242471809417,2023-09-08,151.0560060880859,5,0.040169976374625715,FIXED_HORIZON
BRITANNIA-2023-08-31,BRITANNIA,2023-08-31,2023-09-01,4288.9293048121235,2023-09-08,4351.897925880877,5,0.014681664488641388,FIXED_HORIZON
EICHERMOT-2023-08-31,EICHERMOT,2023-08-31,2023-09-01,3236.9796593030546,2023-09-08,3288.191684907142,5,0.0158209290740845,FIXED_HORIZON
IOC-2023-08-31,IOC,2023-08-31,2023-09-01,75.85538722023426,2023-09-08,78.27494603248456,5,0.031896993752408065,FIXED_HORIZON
PFC-2023-08-31,PFC,2023-08-31,2023-09-01,180.72000319690298,2023-09-08,192.29653602636708,5,0.0640578387819688,FIXED_HORIZON
TATAELXSI-2023-08-31,TATAELXSI,2023-08-31,2023-09-01,7022.717348366254,2023-09-08,7128.443142852213,5,0.015054826962465517,FIXED_HORIZON
TORNTPHARM-2023-08-31,TORNTPHARM,2023-08-31,2023-09-01,1797.293122679909,2023-09-08,1844.1198970693213,5,0.026054055289317368,FIXED_HORIZON
HDFCAMC-2023-09-01,HDFCAMC,2023-09-01,2023-09-04,1152.8759919332467,2023-09-11,1197.2355239973408,5,0.038477279754701055,FIXED_HORIZON
EIHOTEL-2023-09-04,EIHOTEL,2023-09-04,2023-09-05,249.92886898173236,2023-09-12,250.769363905376,5,0.003362936530973748,FIXED_HORIZON
ICICIPRULI-2023-09-05,ICICIPRULI,2023-09-05,2023-09-06,533.7322644662395,2023-09-13,550.7827375737131,5,0.03194574179345344,FIXED_HORIZON
PHOENIXLTD-2023-09-06,PHOENIXLTD,2023-09-06,2023-09-07,899.0799034189453,2023-09-14,904.1504686043717,5,0.005639726976595094,FIXED_HORIZON
KAJARIACER-2023-09-07,KAJARIACER,2023-09-07,2023-09-08,1402.0931957615514,2023-09-15,1356.3598218336979,5,-0.03261792730048396,FIXED_HORIZON
NATCOPHARM-2023-09-08,NATCOPHARM,2023-09-08,2023-09-11,850.1024471323194,2023-09-18,869.0646622812635,5,0.022305799980825824,FIXED_HORIZON
NHPC-2023-09-08,NHPC,2023-09-08,2023-09-11,50.032513469160136,2023-09-18,51.29619770077132,5,0.025257260608946064,FIXED_HORIZON
PVRINOX-2023-09-11,PVRINOX,2023-09-11,2023-09-12,1800.0,2023-09-20,1701.0,5,-0.05500000000000005,FIXED_HORIZON
SHYAMMETL-2023-09-11,SHYAMMETL,2023-09-11,2023-09-12,429.0491910750962,2023-09-20,431.95547199924215,5,0.006773770897606113,FIXED_HORIZON
AARTIIND-2023-09-12,AARTIIND,2023-09-12,2023-09-13,495.95701273211284,2023-09-21,503.9241993351645,5,0.01606426847190301,FIXED_HORIZON
ABB-2023-09-12,ABB,2023-09-12,2023-09-13,4293.95383930822,2023-09-21,4222.047772931986,5,-0.01674588713972258,FIXED_HORIZON
ABFRL-2023-09-12,ABFRL,2023-09-12,2023-09-13,224.35000610351562,2023-09-21,222.3000030517578,5,-0.009137521711552465,FIXED_HORIZON
ABREL-2023-09-12,ABREL,2023-09-12,2023-09-13,1013.8919285455485,2023-09-21,1022.3501235504642,5,0.008342304309542303,FIXED_HORIZON
AFFLE-2023-09-12,AFFLE,2023-09-12,2023-09-13,1106.0,2023-09-21,1092.5,5,-0.01220614828209765,FIXED_HORIZON
ATUL-2023-09-12,ATUL,2023-09-12,2023-09-13,7248.4567920244035,2023-09-21,7069.470019149647,5,-0.024693086819762677,FIXED_HORIZON
BALKRISIND-2023-09-12,BALKRISIND,2023-09-12,2023-09-13,2355.340971444394,2023-09-21,2488.1918709947563,5,0.0564041050366022,FIXED_HORIZON
BALRAMCHIN-2023-09-12,BALRAMCHIN,2023-09-12,2023-09-13,393.4963273233749,2023-09-21,431.322187545222,5,0.0961276067788095,FIXED_HORIZON
BDL-2023-09-12,BDL,2023-09-12,2023-09-13,532.2495651465077,2023-09-21,514.5722979734447,5,-0.033212365646925646,FIXED_HORIZON
BEL-2023-09-12,BEL,2023-09-12,2023-09-13,131.86349848467933,2023-09-21,133.8170073503928,5,0.01481462943242362,FIXED_HORIZON
BEML-2023-09-12,BEML,2023-09-12,2023-09-13,1154.372735261244,2023-09-21,1154.3728329082871,5,8.458883349327095e-08,FIXED_HORIZON
BHEL-2023-09-12,BHEL,2023-09-12,2023-09-13,126.1704633148958,2023-09-21,122.24472088880941,5,-0.031114591505371103,FIXED_HORIZON
BIKAJI-2023-09-12,BIKAJI,2023-09-12,2023-09-13,493.4681217534168,2023-09-21,483.26530720818903,5,-0.020675731816220733,FIXED_HORIZON
BIOCON-2023-09-12,BIOCON,2023-09-12,2023-09-13,266.25523886395143,2023-09-21,273.9251526107502,5,0.02880662096837794,FIXED_HORIZON
BLS-2023-09-12,BLS,2023-09-12,2023-09-13,273.34816318249614,2023-09-21,266.3914462637195,5,-0.025450022556515628,FIXED_HORIZON
BOSCHLTD-2023-09-12,BOSCHLTD,2023-09-12,2023-09-13,18498.40362913008,2023-09-21,18777.05703041445,5,0.015063645862152253,FIXED_HORIZON
BPCL-2023-09-12,BPCL,2023-09-12,2023-09-13,149.28890468788873,2023-09-21,150.31083375312005,5,0.006845311561283207,FIXED_HORIZON
BRIGADE-2023-09-12,BRIGADE,2023-09-12,2023-09-13,454.03950599886406,2023-09-21,435.43130992355555,5,-0.040983649725306215,FIXED_HORIZON
CANFINHOME-2023-09-12,CANFINHOME,2023-09-12,2023-09-13,728.8080966495522,2023-09-21,741.316613103095,5,0.017162976798757335,FIXED_HORIZON
CASTROLIND-2023-09-12,CASTROLIND,2023-09-12,2023-09-13,126.14199822906305,2023-09-21,122.93609269331441,5,-0.02541505272436695,FIXED_HORIZON
CENTRALBK-2023-09-12,CENTRALBK,2023-09-12,2023-09-13,36.240019498814995,2023-09-21,47.42046081872757,5,0.30851090795572444,FIXED_HORIZON
CESC-2023-09-12,CESC,2023-09-12,2023-09-13,75.44103843853397,2023-09-21,78.55518289646933,5,0.041279183351547344,FIXED_HORIZON
CLEAN-2023-09-12,CLEAN,2023-09-12,2023-09-13,1415.4747766487671,2023-09-21,1418.838650348015,5,0.0023764985111300874,FIXED_HORIZON
CRAFTSMAN-2023-09-12,CRAFTSMAN,2023-09-12,2023-09-13,4695.110056832198,2023-09-21,4760.557835233378,5,0.013939562142093243,FIXED_HORIZON
CREDITACC-2023-09-12,CREDITACC,2023-09-12,2023-09-13,1376.9811685571663,2023-09-21,1344.8856713885018,5,-0.023308595572367086,FIXED_HORIZON
DEEPAKFERT-2023-09-12,DEEPAKFERT,2023-09-12,2023-09-13,613.3230701241858,2023-09-21,612.4425398121894,5,-0.0014356712716158126,FIXED_HORIZON
DELTACORP-2023-09-12,DELTACORP,2023-09-12,2023-09-13,172.37043734570946,2023-09-21,171.1119130008103,5,-0.007301277204368017,FIXED_HORIZON
DEVYANI-2023-09-12,DEVYANI,2023-09-12,2023-09-13,207.0,2023-09-21,207.0,5,0.0,FIXED_HORIZON
EIDPARRY-2023-09-12,EIDPARRY,2023-09-12,2023-09-13,502.5521441574233,2023-09-21,538.6081177625503,5,0.07174573628688474,FIXED_HORIZON
ENGINERSIN-2023-09-12,ENGINERSIN,2023-09-12,2023-09-13,140.76673201376514,2023-09-21,140.0995859043718,5,-0.0047393734290009926,FIXED_HORIZON
FINCABLES-2023-09-12,FINCABLES,2023-09-12,2023-09-13,1067.2574005885908,2023-09-21,1057.5190038161259,5,-0.009124693599776634,FIXED_HORIZON
FIVESTAR-2023-09-12,FIVESTAR,2023-09-12,2023-09-13,677.1864115108646,2023-09-21,693.1727425753373,5,0.02360698737118172,FIXED_HORIZON
FLUOROCHEM-2023-09-12,FLUOROCHEM,2023-09-12,2023-09-13,2998.9892945409088,2023-09-21,3003.4795831222687,5,0.0014972672925286368,FIXED_HORIZON
FSL-2023-09-12,FSL,2023-09-12,2023-09-13,150.64190684640107,2023-09-21,155.63478133388298,5,0.03314399420456615,FIXED_HORIZON
GAEL-2023-09-12,GAEL,2023-09-12,2023-09-13,135.56371449530593,2023-09-21,136.80535171855954,5,0.009159067585866376,FIXED_HORIZON
GAIL-2023-09-12,GAIL,2023-09-12,2023-09-13,110.90616649798383,2023-09-21,111.4917754873087,5,0.005280220278243153,FIXED_HORIZON
GICRE-2023-09-12,GICRE,2023-09-12,2023-09-13,197.59561985529177,2023-09-21,217.08956446483822,5,0.09865575271264992,FIXED_HORIZON
GNFC-2023-09-12,GNFC,2023-09-12,2023-09-13,563.6872829230268,2023-09-21,572.9439803689098,5,0.01642168934144106,FIXED_HORIZON
GPPL-2023-09-12,GPPL,2023-09-12,2023-09-13,111.15932204358519,2023-09-21,111.64571162883036,5,0.0043756076980610015,FIXED_HORIZON
GRAPHITE-2023-09-12,GRAPHITE,2023-09-12,2023-09-13,459.508110939416,2023-09-21,475.6812881245485,5,0.03519671753359943,FIXED_HORIZON
GREENPANEL-2023-09-12,GREENPANEL,2023-09-12,2023-09-13,377.11884092488503,2023-09-21,380.1461166736091,5,0.008027378693940657,FIXED_HORIZON
HAPPSTMNDS-2023-09-12,HAPPSTMNDS,2023-09-12,2023-09-13,904.8659115650614,2023-09-21,896.2343054905845,5,-0.00953909962145405,FIXED_HORIZON
HEG-2023-09-12,HEG,2023-09-12,2023-09-13,336.3593064778099,2023-09-21,341.0862086869888,5,0.014053133414611674,FIXED_HORIZON
HINDPETRO-2023-09-12,HINDPETRO,2023-09-12,2023-09-13,145.6799517905811,2023-09-21,149.0006997207546,5,0.022794817607759477,FIXED_HORIZON
HINDUNILVR-2023-09-12,HINDUNILVR,2023-09-12,2023-09-13,2355.857499915505,2023-09-21,2329.4083423668044,5,-0.011226976822515389,FIXED_HORIZON
IBREALEST-2023-09-12,IBREALEST,2023-09-12,2023-09-13,74.0999984741211,2023-09-21,79.30000305175781,5,0.07017550181803012,FIXED_HORIZON
IDBI-2023-09-12,IDBI,2023-09-12,2023-09-13,63.365464025889004,2023-09-21,67.98786214934381,5,0.07294822494421016,FIXED_HORIZON
IEX-2023-09-12,IEX,2023-09-12,2023-09-13,124.86362048621669,2023-09-21,124.58126608058495,5,-0.0022613024076368893,FIXED_HORIZON
IIFL-2023-09-12,IIFL,2023-09-12,2023-09-13,574.060725257007,2023-09-21,581.063832120336,5,0.012199244008887167,FIXED_HORIZON
INDIACEM-2023-09-12,INDIACEM,2023-09-12,2023-09-13,235.5,2023-09-21,237.0,5,0.006369426751592355,FIXED_HORIZON
INTELLECT-2023-09-12,INTELLECT,2023-09-12,2023-09-13,660.4317382830155,2023-09-21,710.6301325295702,5,0.07600845225436936,FIXED_HORIZON
IOB-2023-09-12,IOB,2023-09-12,2023-09-13,32.29999923706055,2023-09-21,44.400001525878906,5,0.3746130828057417,FIXED_HORIZON
IOC-2023-09-12,IOC,2023-09-12,2023-09-13,78.0202564613887,2023-09-21,78.02026745970511,5,1.4096744749281243e-07,FIXED_HORIZON
IRCTC-2023-09-12,IRCTC,2023-09-12,2023-09-13,667.800367288785,2023-09-21,657.0895029600488,5,-0.016039021320430558,FIXED_HORIZON
JAMNAAUTO-2023-09-12,JAMNAAUTO,2023-09-12,2023-09-13,109.51068693047914,2023-09-21,114.84337827404833,5,0.04869562499370095,FIXED_HORIZON
KIMS-2023-09-12,KIMS,2023-09-12,2023-09-13,417.9800109863281,2023-09-21,393.20001220703125,5,-0.05928512878121206,FIXED_HORIZON
