Date,Sector_Key,Index_Name,Yahoo_Ticker,Close,Ret21,Ret63,Ret126,RS21_Percentile,RS63_Percentile,RS126_Percentile,Composite_RS,Composite_Rank,Sector_Count,Is_Full_Universe,Leadership_Bucket
2022-07-06,METAL,NIFTY METAL,^CNXMETAL,4665.2998046875,-0.12648740942293157,-0.2974422414942982,-0.17107021486161833,9.090909090909092,9.090909090909092,27.27272727272727,14.545454545454543,11,11,True,LAGGING
2022-07-07,AUTO,NIFTY AUTO,^CNXAUTO,12114.099609375,0.06428813251328158,0.1106923961480093,0.08750015122630073,90.9090909090909,100.0,100.0,97.27272727272727,1,11,True,LEADING
2022-07-07,FMCG,NIFTY FMCG,^CNXFMCG,40708.69921875,0.09272333328510074,0.08299793053093518,0.0769396986015134,100.0,90.9090909090909,90.9090909090909,93.63636363636364,2,11,True,LEADING
2022-07-07,BANK,NIFTY BANK,^NSEBANK,34920.30078125,-0.0007396424901081611,-0.07207807932678412,-0.05211291858682543,54.54545454545454,81.81818181818183,72.72727272727273,70.9090909090909,3,11,True,LEADING
2022-07-07,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16179.0,0.0019942153059426815,-0.08611291552517863,-0.09981384785077396,63.63636363636363,72.72727272727273,54.54545454545454,64.54545454545455,4,11,True,LEADING
2022-07-07,PHARMA,NIFTY PHARMA,^CNXPHARMA,12389.7001953125,0.005837113101776481,-0.09948431549843695,-0.11758359829362652,72.72727272727273,63.63636363636363,45.45454545454545,60.90909090909091,5,11,True,ACCEPTABLE
2022-07-07,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4616.0498046875,-0.034975548423838765,-0.11546205528171516,-0.08930305071971079,36.36363636363637,54.54545454545454,63.63636363636363,51.81818181818181,6,11,True,ACCEPTABLE
2022-07-07,ENERGY,NIFTY ENERGY,^CNXENERGY,24109.150390625,-0.07187718047735914,-0.12241169825298293,0.03161273980059032,18.181818181818183,45.45454545454545,81.81818181818183,48.18181818181819,7,11,True,WEAK
2022-07-07,REALTY,NIFTY REALTY,^CNXREALTY,411.25,0.017316017316017396,-0.13183451677796743,-0.1556308175603306,81.81818181818183,36.36363636363637,18.181818181818183,44.54545454545455,8,11,True,LAGGING
2022-07-07,MEDIA,NIFTY MEDIA,^CNXMEDIA,1945.9000244140625,-0.027487630230853766,-0.19836034328945162,-0.13569329802833174,45.45454545454545,27.27272727272727,36.36363636363637,35.45454545454545,9,11,True,LAGGING
2022-07-07,IT,NIFTY IT,^CNXIT,28196.349609375,-0.043288350674806186,-0.21396234867861674,-0.2838240069674277,27.27272727272727,18.181818181818183,9.090909090909092,18.18181818181818,10,11,True,LAGGING
2022-07-07,METAL,NIFTY METAL,^CNXMETAL,4842.2001953125,-0.09461126762672245,-0.2805051715731798,-0.13637780376247,9.090909090909092,9.090909090909092,27.27272727272727,14.545454545454543,11,11,True,LAGGING
2022-07-08,FMCG,NIFTY FMCG,^CNXFMCG,40925.25,0.09307001101535084,0.08954735411892623,0.07951003188701988,100.0,90.9090909090909,100.0,96.36363636363637,1,11,True,LEADING
2022-07-08,AUTO,NIFTY AUTO,^CNXAUTO,12124.599609375,0.06176847072925096,0.12050046582265961,0.0770863989581343,90.9090909090909,100.0,90.9090909090909,94.54545454545453,2,11,True,LEADING
2022-07-08,BANK,NIFTY BANK,^NSEBANK,35124.05078125,0.0011002157121982048,-0.06478893425700405,-0.0682261933752325,63.63636363636363,81.81818181818183,72.72727272727273,73.63636363636365,3,11,True,LEADING
2022-07-08,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16260.2001953125,0.0031061723057801416,-0.07493714463118428,-0.11324043110807902,72.72727272727273,72.72727272727273,45.45454545454545,64.54545454545455,4,11,True,LEADING
2022-07-08,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4669.64990234375,-0.03358898300032109,-0.09322784555682317,-0.08494753403205035,36.36363636363637,63.63636363636363,63.63636363636363,55.45454545454545,5,11,True,ACCEPTABLE
2022-07-08,ENERGY,NIFTY ENERGY,^CNXENERGY,24347.650390625,-0.07380063245478852,-0.09840715424871571,0.03527725106833057,18.181818181818183,54.54545454545454,81.81818181818183,51.81818181818182,6,11,True,ACCEPTABLE
2022-07-08,PHARMA,NIFTY PHARMA,^CNXPHARMA,12449.4501953125,-0.0013196154948319494,-0.09884544369797321,-0.11074400492304393,54.54545454545454,45.45454545454545,54.54545454545454,50.90909090909091,7,11,True,WEAK
2022-07-08,REALTY,NIFTY REALTY,^CNXREALTY,411.0,0.01406368709278838,-0.1326369215869243,-0.16615945406906307,81.81818181818183,36.36363636363637,18.181818181818183,44.54545454545455,8,11,True,LAGGING
2022-07-08,MEDIA,NIFTY MEDIA,^CNXMEDIA,1947.050048828125,-0.030256996973108685,-0.1875782485646068,-0.13134350922706606,45.45454545454545,27.27272727272727,36.36363636363637,35.45454545454545,9,11,True,LAGGING
2022-07-08,IT,NIFTY IT,^CNXIT,28250.30078125,-0.050778603948020695,-0.20249269106448453,-0.26830034008698145,27.27272727272727,18.181818181818183,9.090909090909092,18.18181818181818,10,11,True,LAGGING
2022-07-08,METAL,NIFTY METAL,^CNXMETAL,4799.5498046875,-0.09068439485301882,-0.2748117379908386,-0.15562575105408505,9.090909090909092,9.090909090909092,27.27272727272727,14.545454545454543,11,11,True,LAGGING
2022-07-11,FMCG,NIFTY FMCG,^CNXFMCG,41043.1484375,0.09656892422644847,0.07098935253488126,0.09092028540102337,100.0,90.9090909090909,100.0,96.36363636363637,1,11,True,LEADING
2022-07-11,AUTO,NIFTY AUTO,^CNXAUTO,12252.5,0.07534667368790582,0.12467071951958819,0.08270155549637659,90.9090909090909,100.0,90.9090909090909,94.54545454545453,2,11,True,LEADING
2022-07-11,BANK,NIFTY BANK,^NSEBANK,35469.6484375,0.028588718004253222,-0.06045770485357527,-0.0538967214809184,63.63636363636363,81.81818181818183,72.72727272727273,73.63636363636365,3,11,True,LEADING
2022-07-11,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16365.599609375,0.032705874885650354,-0.0736785538431809,-0.09954448434678076,72.72727272727273,72.72727272727273,45.45454545454545,64.54545454545455,4,11,True,LEADING
2022-07-11,ENERGY,NIFTY ENERGY,^CNXENERGY,25005.5,-0.03111378034368517,-0.0911287983347463,0.06995543195088438,27.27272727272727,63.63636363636363,81.81818181818183,58.18181818181818,5,11,True,ACCEPTABLE
2022-07-11,PHARMA,NIFTY PHARMA,^CNXPHARMA,12564.849609375,0.01172776119008656,-0.09204327287112879,-0.0968499265485453,54.54545454545454,54.54545454545454,54.54545454545454,54.54545454545453,6,11,True,ACCEPTABLE
2022-07-11,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4657.39990234375,-0.026483600410988628,-0.1060052038720587,-0.07986526286869733,36.36363636363637,45.45454545454545,63.63636363636363,48.18181818181819,7,11,True,WEAK
2022-07-11,REALTY,NIFTY REALTY,^CNXREALTY,417.04998779296875,0.04145330273421344,-0.12107484132145685,-0.1412540038415765,81.81818181818183,36.36363636363637,18.181818181818183,44.54545454545455,8,11,True,LAGGING
2022-07-11,MEDIA,NIFTY MEDIA,^CNXMEDIA,1951.4000244140625,-0.01456885523844842,-0.19112952355893786,-0.13723583770142977,45.45454545454545,27.27272727272727,27.27272727272727,32.72727272727272,9,11,True,LAGGING
2022-07-11,METAL,NIFTY METAL,^CNXMETAL,4893.89990234375,-0.05885638928708192,-0.2755734109238599,-0.13474188430980372,18.181818181818183,9.090909090909092,36.36363636363637,20.0,10,11,True,LAGGING
2022-07-11,IT,NIFTY IT,^CNXIT,27380.55078125,-0.059549772911481336,-0.22641681434202643,-0.279629803960904,9.090909090909092,18.181818181818183,9.090909090909092,12.727272727272727,11,11,True,LAGGING
2022-07-12,AUTO,NIFTY AUTO,^CNXAUTO,12107.349609375,0.08433894899133487,0.11259316161234545,0.07231037299982823,90.9090909090909,100.0,100.0,97.27272727272727,1,11,True,LEADING
2022-07-12,FMCG,NIFTY FMCG,^CNXFMCG,40574.80078125,0.09430631751347507,0.061160568341560584,0.0715803773307726,100.0,90.9090909090909,90.9090909090909,93.63636363636364,2,11,True,LEADING
2022-07-12,BANK,NIFTY BANK,^NSEBANK,35132.25,0.05167952190262315,-0.06597447558362735,-0.0690879462037246,63.63636363636363,81.81818181818183,72.72727272727273,73.63636363636365,3,11,True,LEADING
2022-07-12,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16200.599609375,0.05497376971659196,-0.07782426434014467,-0.11015300330483357,72.72727272727273,72.72727272727273,45.45454545454545,64.54545454545455,4,11,True,LEADING
2022-07-12,PHARMA,NIFTY PHARMA,^CNXPHARMA,12450.650390625,0.02122736004313852,-0.10024673326484101,-0.10155180130200814,54.54545454545454,63.63636363636363,54.54545454545454,58.18181818181817,5,11,True,ACCEPTABLE
2022-07-12,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4642.0498046875,-0.006304226760676435,-0.10978045743839293,-0.08813137160151674,36.36363636363637,54.54545454545454,63.63636363636363,51.81818181818181,6,11,True,ACCEPTABLE
2022-07-12,ENERGY,NIFTY ENERGY,^CNXENERGY,25098.44921875,-0.008648248575950812,-0.11109520125552275,0.06449950802623827,27.27272727272727,45.45454545454545,81.81818181818183,50.90909090909091,7,11,True,WEAK
2022-07-12,REALTY,NIFTY REALTY,^CNXREALTY,417.45001220703125,0.07631817877454283,-0.13004062332557964,-0.1406957128518206,81.81818181818183,36.36363636363637,27.27272727272727,47.27272727272727,8,11,True,LAGGING
2022-07-12,MEDIA,NIFTY MEDIA,^CNXMEDIA,1929.050048828125,0.014461885984514256,-0.21113543182343242,-0.14000714865835318,45.45454545454545,27.27272727272727,36.36363636363637,35.45454545454545,9,11,True,LAGGING
2022-07-12,IT,NIFTY IT,^CNXIT,27063.75,-0.030480451852486712,-0.22444323797903365,-0.29040756869096696,18.181818181818183,18.181818181818183,9.090909090909092,15.454545454545457,10,11,True,LAGGING
2022-07-12,METAL,NIFTY METAL,^CNXMETAL,4834.0498046875,-0.033190039062499954,-0.2864765717032691,-0.14966098988599852,9.090909090909092,9.090909090909092,18.181818181818183,11.81818181818182,11,11,True,LAGGING
2022-07-13,FMCG,NIFTY FMCG,^CNXFMCG,40954.3984375,0.10690110899934147,0.0796965080256935,0.07819986534233059,100.0,90.9090909090909,100.0,96.36363636363637,1,11,True,LEADING
2022-07-13,AUTO,NIFTY AUTO,^CNXAUTO,12099.349609375,0.08962407602028022,0.12147317851964345,0.05196183206949456,90.9090909090909,100.0,90.9090909090909,94.54545454545453,2,11,True,LEADING
2022-07-13,BANK,NIFTY BANK,^NSEBANK,34827.80078125,0.04552349717497295,-0.07734566558498335,-0.09179375662494538,63.63636363636363,81.81818181818183,63.63636363636363,70.90909090909092,3,11,True,LEADING
2022-07-13,PHARMA,NIFTY PHARMA,^CNXPHARMA,12622.2998046875,0.03304823052645589,-0.08165726693950959,-0.08923117358797283,54.54545454545454,72.72727272727273,72.72727272727273,67.27272727272728,4,11,True,LEADING
2022-07-13,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16043.849609375,0.04915588714134245,-0.08697289445379264,-0.13200713333884917,72.72727272727273,63.63636363636363,45.45454545454545,60.90909090909091,5,11,True,ACCEPTABLE
2022-07-13,REALTY,NIFTY REALTY,^CNXREALTY,418.6000061035156,0.07058825090413201,-0.10287183748847006,-0.15459959353038433,81.81818181818183,45.45454545454545,27.27272727272727,50.909090909090914,6,11,True,ACCEPTABLE
2022-07-13,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4613.10009765625,-0.013082291778092725,-0.10091793146285577,-0.10135579042847365,36.36363636363637,54.54545454545454,54.54545454545454,49.090909090909086,7,11,True,WEAK
2022-07-13,ENERGY,NIFTY ENERGY,^CNXENERGY,24727.19921875,-0.017892818405921274,-0.11874427215928685,0.04279835723127867,27.27272727272727,36.36363636363637,81.81818181818183,47.27272727272727,8,11,True,LAGGING
2022-07-13,MEDIA,NIFTY MEDIA,^CNXMEDIA,1938.699951171875,0.021228364011558032,-0.1949923548291903,-0.154734971823133,45.45454545454545,27.27272727272727,18.181818181818183,30.0,9,11,True,LAGGING
2022-07-13,METAL,NIFTY METAL,^CNXMETAL,4872.5498046875,-0.0290437011881709,-0.26053043901999473,-0.14797685334366106,18.181818181818183,9.090909090909092,36.36363636363637,20.0,10,11,True,LAGGING
2022-07-13,IT,NIFTY IT,^CNXIT,26949.75,-0.03590266008902243,-0.21610989106880552,-0.29473438977633426,9.090909090909092,18.181818181818183,9.090909090909092,12.727272727272727,11,11,True,LAGGING
2022-07-14,FMCG,NIFTY FMCG,^CNXFMCG,40897.30078125,0.11040736219482827,0.07085109355652941,0.08051282749891797,100.0,90.9090909090909,100.0,96.36363636363637,1,11,True,LEADING
2022-07-14,AUTO,NIFTY AUTO,^CNXAUTO,12115.2998046875,0.08107165812456785,0.13245095256903672,0.05536726556975191,90.9090909090909,100.0,90.9090909090909,94.54545454545453,2,11,True,LEADING
2022-07-14,BANK,NIFTY BANK,^NSEBANK,34651.19921875,0.03935928548396772,-0.0750652459744563,-0.09861558591972952,63.63636363636363,81.81818181818183,63.63636363636363,70.90909090909092,3,11,True,LEADING
2022-07-14,PHARMA,NIFTY PHARMA,^CNXPHARMA,12721.0,0.037487748516162656,-0.07636456045452067,-0.08179800422253103,54.54545454545454,72.72727272727273,72.72727272727273,67.27272727272728,4,11,True,LEADING
2022-07-14,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,15998.75,0.043399020679753875,-0.08156614625116398,-0.1370126801200101,72.72727272727273,63.63636363636363,36.36363636363637,58.18181818181819,5,11,True,ACCEPTABLE
2022-07-14,REALTY,NIFTY REALTY,^CNXREALTY,417.6499938964844,0.07475550009443488,-0.10008621330780754,-0.16126120361889007,81.81818181818183,54.54545454545454,18.181818181818183,51.81818181818181,6,11,True,ACCEPTABLE
2022-07-14,ENERGY,NIFTY ENERGY,^CNXENERGY,24975.349609375,0.003953435276560668,-0.1141513777388482,0.040496464923037045,36.36363636363637,36.36363636363637,81.81818181818183,50.0,7,11,True,WEAK
2022-07-14,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4621.60009765625,-0.009080306581921493,-0.10131061916275519,-0.10254091340212657,27.27272727272727,45.45454545454545,54.54545454545454,42.72727272727272,8,11,True,LAGGING
2022-07-14,MEDIA,NIFTY MEDIA,^CNXMEDIA,1931.5999755859375,0.020471775629235855,-0.19169769634103717,-0.15748149178324844,45.45454545454545,27.27272727272727,27.27272727272727,32.72727272727272,9,11,True,LAGGING
2022-07-14,METAL,NIFTY METAL,^CNXMETAL,4870.35009765625,-0.02246948425823836,-0.26507467969575227,-0.13189907708418025,18.181818181818183,9.090909090909092,45.45454545454545,22.727272727272727,10,11,True,LAGGING
2022-07-14,IT,NIFTY IT,^CNXIT,26523.30078125,-0.04635148912490994,-0.22795940660131087,-0.3129648451709224,9.090909090909092,18.181818181818183,9.090909090909092,12.727272727272727,11,11,True,LAGGING
2022-07-15,FMCG,NIFTY FMCG,^CNXFMCG,41498.80078125,0.13319222776627315,0.08007628665874078,0.09227637323742743,100.0,90.9090909090909,100.0,96.36363636363637,1,11,True,LEADING
2022-07-15,AUTO,NIFTY AUTO,^CNXAUTO,12361.650390625,0.12823785036808055,0.15037576629132454,0.061459395666494165,90.9090909090909,100.0,90.9090909090909,94.54545454545453,2,11,True,LEADING
2022-07-15,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16112.75,0.07404012798293569,-0.05411912598642865,-0.13765236355851695,72.72727272727273,81.81818181818183,45.45454545454545,68.18181818181819,3,11,True,LEADING
2022-07-15,BANK,NIFTY BANK,^NSEBANK,34682.6484375,0.06332717663011667,-0.05571487278444831,-0.1044450852726877,63.63636363636363,72.72727272727273,63.63636363636363,67.27272727272728,4,11,True,LEADING
2022-07-15,PHARMA,NIFTY PHARMA,^CNXPHARMA,12732.0,0.0551395447647951,-0.07182899103443097,-0.07963886594027869,45.45454545454545,63.63636363636363,72.72727272727273,60.90909090909091,5,11,True,ACCEPTABLE
2022-07-15,REALTY,NIFTY REALTY,^CNXREALTY,420.0,0.11199360981164741,-0.08336973197148478,-0.17233226939277935,81.81818181818183,54.54545454545454,18.181818181818183,51.81818181818181,6,11,True,ACCEPTABLE
2022-07-15,ENERGY,NIFTY ENERGY,^CNXENERGY,24964.5,0.024394747640541725,-0.12168578181967604,0.018302450030234008,27.27272727272727,36.36363636363637,81.81818181818183,47.27272727272727,7,11,True,WEAK
2022-07-15,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4661.64990234375,0.026128331134628535,-0.08781113192221857,-0.10822780169283419,36.36363636363637,45.45454545454545,54.54545454545454,45.45454545454545,8,11,True,LAGGING
2022-07-15,MEDIA,NIFTY MEDIA,^CNXMEDIA,1938.1500244140625,0.0577978029275823,-0.17700635905984607,-0.16148217257914288,54.54545454545454,27.27272727272727,27.27272727272727,35.454545454545446,9,11,True,LAGGING
2022-07-15,METAL,NIFTY METAL,^CNXMETAL,4830.7001953125,0.02317166779292057,-0.2734642231614043,-0.15027261296174144,18.181818181818183,9.090909090909092,36.36363636363637,20.0,10,11,True,LAGGING
2022-07-15,IT,NIFTY IT,^CNXIT,26484.75,-0.024015640863569776,-0.19204670618908481,-0.313951003438696,9.090909090909092,18.181818181818183,9.090909090909092,12.727272727272727,11,11,True,LAGGING
2022-07-18,AUTO,NIFTY AUTO,^CNXAUTO,12408.7001953125,0.14567577466165327,0.16896131836921624,0.061829582928108806,100.0,100.0,90.9090909090909,97.27272727272727,1,11,True,LEADING
2022-07-18,FMCG,NIFTY FMCG,^CNXFMCG,41460.30078125,0.14327352436656615,0.11042286062462092,0.08856115317461888,90.9090909090909,90.9090909090909,100.0,93.63636363636364,2,11,True,LEADING
2022-07-18,BANK,NIFTY BANK,^NSEBANK,35358.69921875,0.07988407845605594,-0.027046203290177262,-0.08087481432087773,63.63636363636363,72.72727272727273,72.72727272727273,70.0,3,11,True,LEADING
2022-07-18,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16341.4501953125,0.08514010659552085,-0.021991285286413476,-0.12198446634055471,72.72727272727273,81.81818181818183,45.45454545454545,68.18181818181819,4,11,True,LEADING
2022-07-18,REALTY,NIFTY REALTY,^CNXREALTY,425.1000061035156,0.12564547325277475,-0.04878046115618939,-0.15621275029048642,81.81818181818183,63.63636363636363,27.27272727272727,58.18181818181818,5,11,True,ACCEPTABLE
2022-07-18,PHARMA,NIFTY PHARMA,^CNXPHARMA,12713.4501953125,0.0770504775902201,-0.05982643591325165,-0.09520218331767483,54.54545454545454,54.54545454545454,63.63636363636363,57.272727272727266,6,11,True,ACCEPTABLE
2022-07-18,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4722.75,0.049943286602448955,-0.07448780394917554,-0.10245447659110962,36.36363636363637,45.45454545454545,54.54545454545454,45.45454545454545,7,11,True,WEAK
2022-07-18,ENERGY,NIFTY ENERGY,^CNXENERGY,25279.150390625,0.04653251922771062,-0.11116753761490317,0.018599724583771016,18.181818181818183,36.36363636363637,81.81818181818183,44.54545454545455,8,11,True,LAGGING
2022-07-18,MEDIA,NIFTY MEDIA,^CNXMEDIA,1963.1500244140625,0.07053657549447534,-0.15005951968218967,-0.15519838920561846,45.45454545454545,18.181818181818183,36.36363636363637,31.818181818181817,9,11,True,LAGGING
2022-07-18,METAL,NIFTY METAL,^CNXMETAL,4950.9501953125,0.047853390686067865,-0.24734718830761626,-0.15839527511580465,27.27272727272727,9.090909090909092,18.181818181818183,17.272727272727273,10,11,True,LAGGING
2022-07-18,IT,NIFTY IT,^CNXIT,27322.94921875,0.022089259205842815,-0.14090120518922233,-0.29227991766389516,9.090909090909092,27.27272727272727,9.090909090909092,16.363636363636363,11,11,True,LAGGING
2022-07-19,AUTO,NIFTY AUTO,^CNXAUTO,12538.900390625,0.16589957534010602,0.15579748401958793,0.07694294888069875,90.9090909090909,100.0,90.9090909090909,94.54545454545453,1,11,True,LEADING
2022-07-19,FMCG,NIFTY FMCG,^CNXFMCG,41479.8515625,0.12363561792730748,0.09959628403619036,0.09688627994764132,81.81818181818183,90.9090909090909,100.0,90.9090909090909,2,11,True,LEADING
2022-07-19,BANK,NIFTY BANK,^NSEBANK,35720.3515625,0.092873467443356,-0.016371982315281697,-0.06906487768993474,54.54545454545454,72.72727272727273,72.72727272727273,67.27272727272728,3,11,True,LEADING
2022-07-19,REALTY,NIFTY REALTY,^CNXREALTY,435.95001220703125,0.17585977668787933,-0.029820838354228107,-0.14452510403134444,100.0,63.63636363636363,36.36363636363637,66.36363636363636,4,11,True,LEADING
2022-07-19,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16436.19921875,0.08104795185513125,-0.015937899083320883,-0.11471986229942999,45.45454545454545,81.81818181818183,45.45454545454545,60.0,5,11,True,ACCEPTABLE
2022-07-19,ENERGY,NIFTY ENERGY,^CNXENERGY,25372.69921875,0.07051927035254701,-0.11564723378479447,0.02030129734999986,36.36363636363637,36.36363636363637,81.81818181818183,50.0,6,11,True,ACCEPTABLE
2022-07-19,PHARMA,NIFTY PHARMA,^CNXPHARMA,12682.2001953125,0.0704175235426241,-0.07162544734941678,-0.09180294965694102,27.27272727272727,54.54545454545454,63.63636363636363,49.090909090909086,7,11,True,WEAK
2022-07-19,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4744.0,0.06737469675706653,-0.08227416105791352,-0.10097882028009841,18.181818181818183,45.45454545454545,54.54545454545454,40.0,8,11,True,LAGGING
2022-07-19,MEDIA,NIFTY MEDIA,^CNXMEDIA,1956.4000244140625,0.0951941395315592,-0.14909530881952715,-0.1555411570458347,63.63636363636363,27.27272727272727,18.181818181818183,35.45454545454545,9,11,True,LAGGING
2022-07-19,METAL,NIFTY METAL,^CNXMETAL,4991.0,0.09920609060327257,-0.23872425288560806,-0.1499471875510151,72.72727272727273,9.090909090909092,27.27272727272727,33.63636363636364,10,11,True,LAGGING
2022-07-19,IT,NIFTY IT,^CNXIT,27346.150390625,0.01408990450574188,-0.15003853933346167,-0.29568972785224146,9.090909090909092,18.181818181818183,9.090909090909092,12.727272727272727,11,11,True,LAGGING
2022-07-20,AUTO,NIFTY AUTO,^CNXAUTO,12511.2998046875,0.14006484135687214,0.1281045597396362,0.05302891570226187,100.0,100.0,90.9090909090909,97.27272727272727,1,11,True,LEADING
2022-07-20,FMCG,NIFTY FMCG,^CNXFMCG,41950.1484375,0.12413391583093847,0.1037799436970619,0.10427388429062034,81.81818181818183,90.9090909090909,100.0,90.9090909090909,2,11,True,LEADING
2022-07-20,BANK,NIFTY BANK,^NSEBANK,35972.1015625,0.0837663444229364,-0.02292475205630351,-0.05871985971244564,72.72727272727273,81.81818181818183,72.72727272727273,76.36363636363637,3,11,True,LEADING
2022-07-20,FINANCIAL_SERVICES,NIFTY FIN SERVICE,NIFTY_FIN_SERVICE.NS,16530.099609375,0.07085548252520346,-0.02534498210052316,-0.10752555734763525,63.63636363636363,72.72727272727273,45.45454545454545,61.81818181818182,4,11,True,LEADING
2022-07-20,REALTY,NIFTY REALTY,^CNXREALTY,435.20001220703125,0.13244867559424311,-0.04225348139821283,-0.1567525037897145,90.9090909090909,63.63636363636363,27.27272727272727,60.9090909090909,5,11,True,ACCEPTABLE
2022-07-20,ENERGY,NIFTY ENERGY,^CNXENERGY,25608.19921875,0.05141454306514892,-0.11774963071901057,0.01682380903929004,36.36363636363637,36.36363636363637,81.81818181818183,50.0,6,11,True,ACCEPTABLE
2022-07-20,PHARMA,NIFTY PHARMA,^CNXPHARMA,12711.5,0.050680498615271574,-0.0802963411813924,-0.08302646206813324,27.27272727272727,54.54545454545454,63.63636363636363,49.090909090909086,7,11,True,WEAK
2022-07-20,INFRASTRUCTURE,NIFTY INFRA,^CNXINFRA,4776.14990234375,0.05254858116840144,-0.08814688979340857,-0.10302832952838159,45.45454545454545,45.45454545454545,54.54545454545454,48.18181818181818,8,11,True,LAGGING
2022-07-20,METAL,NIFTY METAL,^CNXMETAL,5046.7001953125,0.06904627343377645,-0.23188030116448188,-0.14294200818396008,54.54545454545454,9.090909090909092,36.36363636363637,30.909090909090907,9,11,True,LAGGING
2022-07-20,MEDIA,NIFTY MEDIA,^CNXMEDIA,1947.9000244140625,0.033725183565417094,-0.15177771524258477,-0.16338101466154442,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,10,11,True,LAGGING
2022-07-20,IT,NIFTY IT,^CNXIT,28146.349609375,0.012070887017556542,-0.1369221397749638,-0.27467113922223396,9.090909090909092,27.27272727272727,9.090909090909092,16.363636363636363,11,11,True,LAGGING
2022-07-21,AUTO,NIFTY AUTO,^CNXAUTO,12581.349609375,0.15622522448623544,0.14083950288439762,0.08471599175557709,90.9090909090909,100.0,90.9090909090909,94.54545454545453,1,11,True,LEADING
