Entry_ID,Symbol,Signal_Date,Next_Session_Date,Entry_Open,Structural_Stop,Cancellation_Reason,M1_Regime,DATA_SAFE,INDEX_TREND_OK,BREADTH_OK,SMA50_Breadth_Coverage,Pct_Above_SMA50,Nifty500_Close,Nifty500_SMA50,Nifty500_SMA200
BAJAJ-AUTO-2024-01-24,BAJAJ-AUTO,2024-01-24,2024-01-25,7021.397087857848,6578.677625523223,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,65.9877800407332,19451.0,18734.1059765625,16996.138735351564
POLICYBZR-2024-01-30,POLICYBZR,2024-01-30,2024-01-31,958.9000244140624,872.8068093507181,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,67.20977596741345,19574.19921875,18871.8009765625,17070.186982421874
CANBK-2024-03-01,CANBK,2024-03-01,2024-03-04,107.14949884130368,98.17471184969806,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,57.841140529531565,20349.80078125,19692.01109375,17618.16326171875
AMBUJACEM-2024-04-16,AMBUJACEM,2024-04-16,2024-04-18,630.4404816871577,582.3135503353967,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,55.28455284552846,20423.0,20180.94515625,18253.716274414062
APARINDS-2024-04-22,APARINDS,2024-04-22,2024-04-23,7311.507839658974,6612.13866606072,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,56.50406504065041,20574.849609375,20216.8351171875,18317.231513671875
CAMS-2024-05-15,CAMS,2024-05-15,2024-05-16,638.6517463488102,575.4125151630479,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,60.97560975609756,20741.849609375,20436.9370703125,18657.6592578125
TITAGARH-2024-05-15,TITAGARH,2024-05-15,2024-05-16,1143.1164538715907,1036.2399843787975,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,60.97560975609756,20741.849609375,20436.9370703125,18657.6592578125
ADANIPORTS-2024-05-31,ADANIPORTS,2024-05-31,2024-06-03,1528.473155165672,1344.6223817929178,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,53.65853658536586,21103.30078125,20668.1240625,18893.5777734375
ASHOKLEY-2024-05-31,ASHOKLEY,2024-05-31,2024-06-03,111.73329617457964,102.97865534324782,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,53.65853658536586,21103.30078125,20668.1240625,18893.5777734375
BLUESTARCO-2024-05-31,BLUESTARCO,2024-05-31,2024-06-03,1602.6949472114657,1437.3357887555203,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,53.65853658536586,21103.30078125,20668.1240625,18893.5777734375
COALINDIA-2024-05-31,COALINDIA,2024-05-31,2024-06-03,446.8265082599684,412.5726309024366,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,53.65853658536586,21103.30078125,20668.1240625,18893.5777734375
KAYNES-2024-05-31,KAYNES,2024-05-31,2024-06-03,3556.300048828125,3166.256778585943,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,53.65853658536586,21103.30078125,20668.1240625,18893.5777734375
PRESTIGE-2024-05-31,PRESTIGE,2024-05-31,2024-06-03,1669.369830284835,1472.322952173651,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,53.65853658536586,21103.30078125,20668.1240625,18893.5777734375
360ONE-2024-07-05,360ONE,2024-07-05,2024-07-08,1014.967994442805,892.0056786662175,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9820717131474104,84.58417849898579,22987.650390625,21535.2041015625,19521.231015625
PIIND-2024-08-07,PIIND,2024-08-07,2024-08-08,4408.471646001598,4106.658953347021,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9801192842942346,55.98377281947262,22848.900390625,22478.956015625,20148.513515625
JYOTHYLAB-2024-09-03,JYOTHYLAB,2024-09-03,2024-09-04,529.993474450634,517.5584374912708,OPEN_BELOW_SMA20_SIGNAL,MOMENTUM_ENABLED,True,True,True,0.9820717131474104,61.05476673427992,23788.44921875,23063.5529296875,20707.80728515625
NATIONALUM-2025-10-23,NATIONALUM,2025-10-23,2025-10-24,225.96245187600377,212.43403075517105,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9900596421471173,57.0281124497992,23755.900390625,23084.4841015625,22300.83453125
VEDL-2025-10-23,VEDL,2025-10-23,2025-10-24,481.9510276621891,457.26436625245657,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9900596421471173,57.0281124497992,23755.900390625,23084.4841015625,22300.83453125
IOC-2025-10-27,IOC,2025-10-27,2025-10-28,148.53636598297774,140.97057793278782,STOP_TOO_WIDE,MOMENTUM_ENABLED,True,True,True,0.9900596421471173,58.43373493975904,23840.900390625,23130.993125,22310.83252929688
M&MFIN-2025-10-28,M&MFIN,2025-10-28,2025-10-29,301.2228287818291,288.0542887132413,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9900596421471173,55.62248995983936,23812.55078125,23153.2821484375,22318.76828125
CUB-2025-11-03,CUB,2025-11-03,2025-11-04,186.50274638534148,165.7591658864493,OPEN_ABOVE_EXTENSION_LIMIT,MOMENTUM_ENABLED,True,True,True,0.9900596421471173,60.040160642570285,23810.69921875,23223.1481640625,22353.247275390622
LALPATHLAB-2026-08-25,LALPATHLAB,2026-08-25,2026-08-26,1900.0,1857.6097851457548,OPEN_BELOW_SMA20_SIGNAL,MOMENTUM_ENABLED,True,True,True,1.0,51.6,23611.599609375,23338.775,23075.394296875
