Entry_ID,Symbol,Leader_Date,Signal_Date,Pullback_Age,Leader_Close,ATR14_Seed,ATR14_Signal,Pullback_Low,Pullback_Depth_ATR,Close,Prior_High,SMA20,SMA50,SMA200,Median_Traded_Value_20,RS21,RS63,RS126,Composite_RS,RS_Coverage,Resumption_Volume_Ratio,Seed_Membership_OK,Seed_RS_Coverage,Seed_Composite_RS,Seed_RS_Coverage_OK,Seed_Liquidity_OK,Seed_Trend_OK,Seed_RS_OK,Signal_Membership_OK,Signal_RS_Coverage_OK,Signal_Liquidity_OK,Signal_Trend_OK,Signal_RS_OK,Age_OK,Depth_OK,Resumption_OK,Not_New_Leader_OK,Signal_Qualified,Signal_Rejection_Reason,Entry_Date,Entry_Open,Structural_Stop,Initial_Risk,Exit_Date,Exit_Price,Exit_Reason,Return,Exit_Signal_Date,Holding_Sessions,Breadth_Matched_Date,Member_Count,Covered_Member_Count,SMA50_Denominator,Above_SMA50_Count,Pct_Above_SMA50,SMA200_Denominator,Above_SMA200_Count,Pct_Above_SMA200,Coverage_200_Sessions,Coverage_OK,Nifty500_Close,Nifty500_SMA200,Regime,Universe_Method,Universe_Member_Count,Eligible_Count_50,Eligible_Count_200,Momentum_Regime,M1_Regime,DATA_SAFE,INDEX_TREND_OK,BREADTH_OK,SMA50_Breadth_Coverage,Nifty500_SMA50,Base_Net_Return,Stress_Net_Return,Severe_Net_Return
ABFRL-2024-07-01,ABFRL,2024-06-18,2024-07-01,9,330.5,13.578164477311018,11.721322656117696,307.04998779296875,1.7270384554713558,322.5,321.25,316.7375,285.86099884033206,241.0454995727539,1468124041.3789978,56.09756097560976,93.90243902439023,77.03252032520325,77.5,0.9800796812749004,0.9594953985214284,True,0.9780876494023903,87.0264765784114,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-07-02,324.45001220703125,304.1196571289393,20.33035507809194,2024-07-09,323.8999938964844,SMA20,-0.0016952328243276,2024-07-08,5,2024-07-01,502,493,493,408,82.75862068965517,484,419,86.57024793388429,0.9641434262948207,True,22727.599609375,19406.23626953125,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9820717131474104,21345.335078125,-0.0056952328243276,-0.0076952328243276,-0.0096952328243276
ABREL-2023-11-28,ABREL,2023-11-21,2023-11-28,4,1236.840576171875,34.178055731265154,36.39039599124355,1172.2098284867868,1.8910012960733087,1227.53662109375,1198.3806058433322,1162.9232482910156,1124.206988525391,880.871926574707,156721628.1973877,74.89795918367346,84.89795918367346,84.28571428571429,81.71428571428572,0.9780439121756488,2.137763411761758,True,0.9780439121756488,81.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-11-29,1237.7859350772842,1163.112229488976,74.67370558830817,2023-12-15,1236.6416345226012,SMA20,-0.0009244737092699,2023-12-14,12,2023-11-28,501,491,491,322,65.58044806517312,488,417,85.45081967213115,0.9740518962075848,True,17741.80078125,16152.749487304687,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,17283.902890625,-0.0049244737092699,-0.0069244737092699,-0.0089244737092699
ABREL-2024-04-18,ABREL,2024-04-10,2024-04-18,4,1831.7022705078125,75.08860927166526,77.1347231795932,1685.5740934424027,1.946076488601998,1797.8197021484375,1795.8294134246278,1625.9859436035156,1513.5130029296874,1225.093727722168,378238804.6934815,96.1065573770492,77.25409836065575,84.6311475409836,85.12295081967214,0.9740518962075848,1.4934068915619063,True,0.9740518962075848,90.98360655737706,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-04-19,1796.1280290201955,1666.2904126475044,129.83761637269117,2024-05-08,1847.8724530444897,SMA20,0.0288088728577557,2024-05-07,12,2024-04-18,501,493,492,256,52.03252032520326,479,361,75.36534446764091,0.9560878243512974,True,20324.69921875,18274.34001953125,NORMAL,POINT_IN_TIME,501,492,479,NORMAL,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,20191.3971484375,0.0248088728577557,0.0228088728577557,0.0208088728577557
ABREL-2024-06-03,ABREL,2024-05-24,2024-06-03,6,2214.71044921875,95.64889254386058,93.9787773206246,1990.2689261473467,2.3465146025447576,2103.95751953125,2084.6526876386806,2059.7508544921875,1860.395576171875,1388.2345724487304,568155929.0859375,68.9795918367347,92.85714285714286,88.9795918367347,84.53061224489797,0.9780439121756488,0.9440168120616768,True,0.9780439121756488,92.40816326530611,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-06-04,2072.761536875371,1966.7742318171904,105.98730505818024,2024-06-05,1847.8724487517395,SMA20,-0.1084973278993999,2024-06-04,1,2024-06-03,501,493,493,303,61.4604462474645,480,347,72.29166666666667,0.9580838323353292,True,21797.400390625,18918.27002929688,STRONG_MOMENTUM,POINT_IN_TIME,501,493,480,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9840319361277445,20707.5680859375,-0.11249732789939991,-0.11449732789939991,-0.1164973278993999
ABREL-2024-06-24,ABREL,2024-06-18,2024-06-24,4,2347.305419921875,123.17112277344576,119.08115304305716,2180.827721968309,1.351596820788716,2318.0498046875,2299.590969650432,2131.3098388671874,2024.6561865234376,1467.9363806152344,583296296.9749756,66.80244399185335,95.11201629327904,94.90835030549898,86.55804480651732,0.9780876494023903,2.8951449567804484,True,0.9780876494023903,88.43177189409369,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-06-25,2321.532796209046,2151.057433707545,170.47536250150097,2024-07-09,2249.438945627097,SMA20,-0.0310544183134844,2024-07-08,10,2024-06-24,502,493,493,401,81.33874239350912,484,406,83.88429752066115,0.9641434262948207,True,22289.099609375,19265.68827148437,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9820717131474104,21159.7550390625,-0.035054418313484395,-0.0370544183134844,-0.0390544183134844
ABREL-2024-09-10,ABREL,2024-08-27,2024-09-10,10,2505.181640625,98.16679984749555,103.28799471010537,2275.987250948496,2.3347444353138083,2478.40234375,2425.791462546549,2317.006396484375,2268.6200537109376,1785.1614208984374,831060549.1514893,86.61257606490872,73.22515212981745,95.53752535496956,83.93509127789048,0.9820717131474104,4.2049521399072445,True,0.9801192842942346,77.54563894523326,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-09-11,2491.8170347730243,2250.165252270969,241.65178250205508,2024-10-08,2650.248564726216,SMA20,0.0635807235211485,2024-10-07,18,2024-09-10,502,494,493,279,56.5922920892495,489,403,82.41308793456032,0.9741035856573704,True,23643.650390625,20868.0712890625,NORMAL,POINT_IN_TIME,502,493,489,NORMAL,MOMENTUM_ENABLED,True,True,True,0.9820717131474104,23182.3839453125,0.0595807235211485,0.05758072352114851,0.055580723521148505
ACC-2024-03-01,ACC,2024-02-16,2024-03-01,9,2686.210205078125,76.20503730235455,72.98309920518936,2524.074222662307,2.1276281484191126,2661.573974609375,2628.544600999126,2592.658728027344,2399.72587890625,2021.438582763672,980817023.170166,75.15274949083503,90.22403258655804,68.63543788187373,79.22606924643584,0.9800399201596808,0.7794961086927846,True,0.9780439121756488,84.14285714285715,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-03-04,2675.941232718875,2505.8284478610094,170.1127848578658,2024-03-07,2608.7957209702527,SMA20,-0.0250922968440527,2024-03-06,3,2024-03-01,501,491,491,284,57.841140529531565,490,378,77.14285714285715,0.9780439121756488,True,20349.80078125,17618.16326171875,NORMAL,POINT_IN_TIME,501,491,490,NORMAL,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,19692.01109375,-0.0290922968440527,-0.0310922968440527,-0.033092296844052696
ACE-2024-04-08,ACE,2024-04-01,2024-04-08,5,1600.4444580078125,100.2864005778531,87.77205154570593,1547.5912003907354,0.5270231787414361,1583.856201171875,1583.4576725361123,1389.210498046875,1229.3165026855468,860.5479646301269,760005698.9854736,92.40246406570844,99.17864476386036,98.76796714579056,97.02258726899385,0.9720558882235528,0.597378302563532,True,0.9680638722554892,99.5257731958763,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-04-09,1600.4942370667354,1525.648187504309,74.84604956242651,2024-04-18,1442.432538313427,SMA20,-0.0987580555385143,2024-04-16,5,2024-04-08,501,493,492,332,67.47967479674797,479,382,79.74947807933194,0.9560878243512974,True,20819.099609375,18139.52103515625,STRONG_MOMENTUM,POINT_IN_TIME,501,492,479,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9820359281437125,20060.6081640625,-0.1027580555385143,-0.1047580555385143,-0.10675805553851431
ADANIENT-2024-02-14,ADANIENT,2024-02-07,2024-02-14,5,3225.545654296875,95.83283569777238,95.24703078347538,3087.929589452688,1.4360011768637064,3202.926025390625,3189.7436823345943,3081.420556640625,2979.1954833984373,2513.4255578613283,7192241785.944458,63.06122448979592,87.95918367346938,61.836734693877546,72.6530612244898,0.9780439121756488,0.7398993659968569,True,0.9780439121756488,71.3469387755102,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-02-15,3215.5590333419186,3064.1178317568188,151.44120158509986,2024-03-07,3235.6822714736563,SMA20,0.0062580838737778,2024-03-06,15,2024-02-14,501,491,491,281,57.23014256619145,489,380,77.70961145194273,0.9760479041916168,True,19922.30078125,17346.2194921875,NORMAL,POINT_IN_TIME,501,491,489,NORMAL,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,19359.1840234375,0.0022580838737778003,0.0002580838737778002,-0.0017419161262221998
ADANIENT-2024-03-01,ADANIENT,2024-02-26,2024-03-01,4,3323.315185546875,87.03340385411967,86.54238349132864,3201.0785994141256,1.4044789784119582,3314.3271484375,3300.3460399377336,3228.881323242188,3071.822885742188,2594.753080444336,5323397401.544556,71.28309572301426,87.78004073319755,66.80244399185335,76.5376782077393,0.9800399201596808,0.6960781169205866,True,0.9800399201596808,78.35030549898167,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-03-04,3330.555802931704,3179.4430035412934,151.1127993904106,2024-03-07,3235.6822714736563,SMA20,-0.0284857954863076,2024-03-06,3,2024-03-01,501,491,491,284,57.841140529531565,490,378,77.14285714285715,0.9780439121756488,True,20349.80078125,17618.16326171875,NORMAL,POINT_IN_TIME,501,491,490,NORMAL,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,19692.01109375,-0.0324857954863076,-0.0344857954863076,-0.0364857954863076
ADANIGREEN-2024-01-23,ADANIGREEN,2024-01-10,2024-01-23,8,1723.25,74.61701626645183,73.21614570992577,1562.75,2.1509838912194827,1680.9000244140625,1619.1500244140625,1647.6525085449218,1392.2240087890625,1067.9677529907226,1747248338.0046997,77.75510204081633,99.3877551020408,90.6122448979592,90.26530612244898,0.9780439121756488,1.44942758629152,True,0.9780439121756488,92.08163265306122,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-01-24,1687.949951171875,1544.4459635725186,143.50398759935638,2024-01-25,1647.0,SMA20,-0.0242601690550392,2024-01-24,1,2024-01-23,501,491,491,308,62.72912423625255,489,400,81.79959100204499,0.9760479041916168,True,19206.44921875,16970.611733398437,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,18690.2799609375,-0.0282601690550392,-0.0302601690550392,-0.0322601690550392
ADANIGREEN-2024-03-01,ADANIGREEN,2024-02-27,2024-03-01,3,1979.5,75.33018867680617,80.22701144168731,1855.949951171875,1.6401133595748647,1969.550048828125,1947.3499755859373,1882.3075073242187,1736.2950048828125,1190.9407537841796,3227812481.914551,94.29735234215886,99.18533604887983,95.72301425661914,96.68024439918533,0.9800399201596808,0.5573583488179936,True,0.9800399201596808,95.19348268839104,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-03-04,1977.550048828125,1835.8931983114533,141.65685051667174,2024-03-13,1897.0999755859373,SMA20,-0.0406816875708715,2024-03-12,6,2024-03-01,501,491,491,284,57.841140529531565,490,378,77.14285714285715,0.9780439121756488,True,20349.80078125,17618.16326171875,NORMAL,POINT_IN_TIME,501,491,490,NORMAL,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,19692.01109375,-0.0446816875708715,-0.046681687570871495,-0.0486816875708715
ADANIPORTS-2024-02-09,ADANIPORTS,2024-02-06,2024-02-09,3,1256.229248046875,38.97149541290925,38.15627852685244,1215.772604058811,1.038108585760419,1254.6505126953125,1247.7431416323502,1187.048309326172,1089.5901513671874,838.7791400146484,5512495501.582947,64.89795918367346,91.22448979591836,83.6734693877551,81.06122448979592,0.9780439121756488,0.7783257115724167,True,0.9780439121756488,85.57142857142857,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-02-12,1261.0643077576965,1206.233534427098,54.83077333059828,2024-03-13,1289.680060440218,SMA20,0.0226917473648932,2024-03-12,21,2024-02-09,501,491,491,309,62.93279022403259,489,385,78.7321063394683,0.9760479041916168,True,19961.5,17272.512490234374,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,19244.2530078125,0.0186917473648932,0.0166917473648932,0.0146917473648932
ADANIPOWER-2023-09-21,ADANIPOWER,2023-09-11,2023-09-21,7,79.68000030517578,3.575297778183953,3.4210629114693094,72.87999725341797,1.901940334382952,76.48999786376953,74.76000213623047,70.92200050354003,60.88680015563965,50.62245015144348,6968659932.991123,83.06122448979592,94.89795918367348,96.12244897959184,91.71428571428572,0.9780439121756488,1.2820457755880317,True,0.9780439121756488,95.63265306122447,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-09-22,77.05999755859375,72.02473152555064,5.035266033043115,2023-10-04,73.45999908447266,SMA20,-0.0467168256965461,2023-10-03,7,2023-09-21,501,491,491,344,70.06109979633402,488,439,89.95901639344262,0.9740518962075848,True,17303.5,15762.172509765624,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,17039.1070703125,-0.050716825696546106,-0.0527168256965461,-0.0547168256965461
ADANIPOWER-2023-11-24,ADANIPOWER,2023-11-09,2023-11-24,10,80.22000122070312,3.60292480176586,2.856068588898531,76.01000213623047,1.1684948524069272,79.44000244140625,78.0999984741211,76.76650009155273,73.72419998168945,54.02015015602112,5052019365.565395,94.89795918367348,83.26530612244898,83.87755102040816,86.9387755102041,0.9780439121756488,0.7023640263225668,True,0.9780439121756488,94.26530612244898,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-11-28,81.4000015258789,75.29598498900583,6.104016536873075,2024-01-02,105.0,SMA20,0.289926265746053,2024-01-01,24,2023-11-24,501,491,491,312,63.54378818737271,488,414,84.8360655737705,0.9740518962075848,True,17643.5,16138.237485351565,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,17278.277890625,0.285926265746053,0.283926265746053,0.281926265746053
ADANIPOWER-2023-12-14,ADANIPOWER,2023-12-07,2023-12-14,5,112.4800033569336,5.711855512486975,5.642940925932879,99.5999984741211,2.254959855804278,105.79000091552734,104.0,92.13850059509278,80.01180023193359,58.32925017356872,5264679089.789486,98.16326530612244,91.83673469387756,94.48979591836736,94.53061224489797,0.9780439121756488,0.267043895529422,True,0.9780439121756488,97.89795918367346,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-12-15,107.4000015258789,98.18926324263788,9.210738283241028,2024-01-02,105.0,SMA20,-0.0223463826050375,2024-01-01,11,2023-12-14,501,491,491,414,84.31771894093686,489,441,90.1840490797546,0.9760479041916168,True,18973.849609375,16365.27822265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,17554.63984375,-0.0263463826050375,-0.028346382605037503,-0.0303463826050375
ADANIPOWER-2024-02-07,ADANIPOWER,2024-01-29,2024-02-07,7,114.08999633789062,4.256009040694623,3.9882084761382735,109.0,1.1959552456824405,113.94000244140624,110.9800033569336,108.6025005340576,104.85180038452148,71.0281001853943,819363047.4035072,49.18367346938776,85.10204081632654,94.08163265306122,77.0204081632653,0.9780439121756488,1.8473104767651785,True,0.9780439121756488,89.16326530612245,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-02-08,114.4000015258789,108.00294788096544,6.39705364491347,2024-02-21,111.0,SMA20,-0.0297202926619697,2024-02-20,9,2024-02-07,501,491,491,345,70.26476578411406,489,402,82.20858895705521,0.9760479041916168,True,20109.55078125,17221.53673828125,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM,MOMENTUM_ENABLED,True,True,True,0.9800399201596807,19150.93,-0.0337202926619697,-0.0357202926619697,-0.037720292661969704
