Entry_ID,Symbol,Signal_Date,Regime_Context_Date,Active_PIT_Member_Count,SMA50_Denominator,SMA50_Breadth_Coverage,Pct_Above_SMA50,Nifty500_Close,Nifty500_SMA50,Nifty500_SMA200,DATA_SAFE,INDEX_TREND_OK,BREADTH_OK,M1_Regime,Exact_Date_Match,PIT_Denominator_Match
ADANIENSOL-2026-06-18,ADANIENSOL,2026-06-18,2026-06-18,504,464,0.9206349206349206,65.73275862068965,23206.44921875,22631.925,23039.763330078124,True,False,True,MOMENTUM_DISABLED,True,True
ADANIENT-2024-02-14,ADANIENT,2024-02-14,2024-02-14,501,491,0.9800399201596807,57.23014256619145,19922.30078125,19359.1840234375,17346.2194921875,True,True,True,MOMENTUM_ENABLED,True,True
ADANIENT-2024-03-01,ADANIENT,2024-03-01,2024-03-01,501,491,0.9800399201596807,57.841140529531565,20349.80078125,19692.01109375,17618.16326171875,True,True,True,MOMENTUM_ENABLED,True,True
ADANIENT-2026-06-18,ADANIENT,2026-06-18,2026-06-18,504,464,0.9206349206349206,65.73275862068965,23206.44921875,22631.925,23039.763330078124,True,False,True,MOMENTUM_DISABLED,True,True
ADANIENT-2026-06-30,ADANIENT,2026-06-30,2026-06-30,500,464,0.928,56.896551724137936,22995.650390625,22760.0039453125,23051.7540625,True,False,True,MOMENTUM_DISABLED,True,True
ADANIENT-2026-07-10,ADANIENT,2026-07-10,2026-07-10,500,500,1.0,64.60000000000001,23348.400390625,22821.6249609375,23062.3028125,True,False,True,MOMENTUM_DISABLED,True,True
ADANIGREEN-2024-01-23,ADANIGREEN,2024-01-23,2024-01-23,501,491,0.9800399201596807,62.72912423625255,19206.44921875,18690.2799609375,16970.611733398437,True,True,True,MOMENTUM_ENABLED,True,True
ADANIGREEN-2024-03-01,ADANIGREEN,2024-03-01,2024-03-01,501,491,0.9800399201596807,57.841140529531565,20349.80078125,19692.01109375,17618.16326171875,True,True,True,MOMENTUM_ENABLED,True,True
ADANIGREEN-2026-05-19,ADANIGREEN,2026-05-19,2026-05-19,504,464,0.9206349206349206,66.59482758620689,22521.75,22180.5222265625,23065.70634765625,True,False,True,MOMENTUM_DISABLED,True,True
ADANIGREEN-2026-06-18,ADANIGREEN,2026-06-18,2026-06-18,504,464,0.9206349206349206,65.73275862068965,23206.44921875,22631.925,23039.763330078124,True,False,True,MOMENTUM_DISABLED,True,True
ADANIGREEN-2026-07-01,ADANIGREEN,2026-07-01,2026-07-01,500,464,0.928,59.69827586206896,23111.650390625,22764.8489453125,23052.9890625,True,False,True,MOMENTUM_DISABLED,True,True
ADANIGREEN-2026-07-21,ADANIGREEN,2026-07-21,2026-07-21,500,500,1.0,63.2,23352.150390625,22869.883984375,23058.937578125,True,False,True,MOMENTUM_DISABLED,True,True
ADANIPORTS-2024-02-09,ADANIPORTS,2024-02-09,2024-02-09,501,491,0.9800399201596807,62.93279022403259,19961.5,19244.2530078125,17272.512490234374,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPORTS-2024-05-31,ADANIPORTS,2024-05-31,2024-05-31,501,492,0.9820359281437125,53.65853658536586,21103.30078125,20668.1240625,18893.5777734375,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPORTS-2025-11-26,ADANIPORTS,2025-11-26,2025-11-26,502,498,0.9920318725099602,42.16867469879519,23955.19921875,23505.448125,22541.68002929688,True,True,False,MOMENTUM_DISABLED,True,True
ADANIPORTS-2025-12-05,ADANIPORTS,2025-12-05,2025-12-05,502,498,0.9920318725099602,38.35341365461847,23835.25,23568.962109375,22625.97203125,True,True,False,MOMENTUM_DISABLED,True,True
ADANIPORTS-2026-02-17,ADANIPORTS,2026-02-17,2026-02-17,501,449,0.8962075848303394,47.21603563474388,23540.05078125,23520.25203125,23246.754794921875,True,True,False,MOMENTUM_DISABLED,True,True
ADANIPORTS-2026-05-21,ADANIPORTS,2026-05-21,2026-05-21,504,464,0.9206349206349206,68.10344827586206,22602.849609375,22181.9901953125,23057.96384765625,True,False,True,MOMENTUM_DISABLED,True,True
ADANIPORTS-2026-06-12,ADANIPORTS,2026-06-12,2026-06-12,504,464,0.9206349206349206,49.137931034482754,22599.80078125,22459.743046875,23040.1318359375,True,False,False,MOMENTUM_DISABLED,True,True
ADANIPORTS-2026-06-30,ADANIPORTS,2026-06-30,2026-06-30,500,464,0.928,56.896551724137936,22995.650390625,22760.0039453125,23051.7540625,True,False,True,MOMENTUM_DISABLED,True,True
ADANIPOWER-2023-09-21,ADANIPOWER,2023-09-21,2023-09-21,501,491,0.9800399201596807,70.06109979633402,17303.5,17039.1070703125,15762.172509765624,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPOWER-2023-11-24,ADANIPOWER,2023-11-24,2023-11-24,501,491,0.9800399201596807,63.54378818737271,17643.5,17278.277890625,16138.237485351565,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPOWER-2023-12-01,ADANIPOWER,2023-12-01,2023-12-01,501,491,0.9800399201596807,75.96741344195519,18115.349609375,17308.12984375,16198.792978515625,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPOWER-2023-12-14,ADANIPOWER,2023-12-14,2023-12-14,501,491,0.9800399201596807,84.31771894093686,18973.849609375,17554.63984375,16365.27822265625,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPOWER-2024-02-07,ADANIPOWER,2024-02-07,2024-02-07,501,491,0.9800399201596807,70.26476578411406,20109.55078125,19150.93,17221.53673828125,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPOWER-2024-05-30,ADANIPOWER,2024-05-30,2024-05-30,501,492,0.9820359281437125,54.87804878048781,21038.55078125,20644.3850390625,18873.31702148437,True,True,True,MOMENTUM_ENABLED,True,True
ADANIPOWER-2025-08-25,ADANIPOWER,2025-08-25,2025-08-25,501,497,0.9920159680638723,41.24748490945674,23052.0,23137.3169140625,22210.5657421875,True,True,False,MOMENTUM_DISABLED,True,True
AEGISLOG-2024-02-28,AEGISLOG,2024-02-28,2024-02-28,501,491,0.9800399201596807,51.5274949083503,20020.400390625,19645.5920703125,17570.397250976563,True,True,True,MOMENTUM_ENABLED,True,True
AEGISLOG-2026-08-18,AEGISLOG,2026-08-18,2026-08-18,500,500,1.0,54.2,23472.400390625,23231.9100390625,23083.2990625,True,True,True,MOMENTUM_ENABLED,True,True
AEGISVOPAK-2026-08-03,AEGISVOPAK,2026-08-03,2026-08-03,500,500,1.0,65.60000000000001,23802.849609375,22999.8319921875,23071.71908203125,True,False,True,MOMENTUM_DISABLED,True,True
AFFLE-2024-08-16,AFFLE,2024-08-16,2024-08-16,503,493,0.9801192842942346,47.66734279918864,23056.5,22680.4209765625,20311.506279296875,True,True,False,MOMENTUM_DISABLED,True,True
AFFLE-2024-09-05,AFFLE,2024-09-05,2024-09-05,502,493,0.9820717131474104,61.257606490872206,23762.80078125,23120.591953125,20773.62978515625,True,True,True,MOMENTUM_ENABLED,True,True
AFFLE-2024-12-23,AFFLE,2024-12-23,2024-12-23,500,496,0.992,35.685483870967744,22412.30078125,22838.2449609375,22285.54900390625,True,True,False,MOMENTUM_DISABLED,True,True
AFFLE-2025-06-26,AFFLE,2025-06-26,2025-06-26,503,497,0.9880715705765407,77.46478873239437,23517.55078125,22606.6320703125,22304.24849609375,True,True,True,MOMENTUM_ENABLED,True,True
AIAENG-2025-11-25,AIAENG,2025-11-25,2025-11-25,502,498,0.9920318725099602,35.7429718875502,23655.05078125,23490.149140625,22528.91678710937,True,True,False,MOMENTUM_DISABLED,True,True
AIAENG-2026-06-15,AIAENG,2026-06-15,2026-06-15,504,464,0.9206349206349206,58.189655172413794,22891.30078125,22507.008046875,23039.93083984375,True,False,True,MOMENTUM_DISABLED,True,True
AIIL-2025-09-12,AIIL,2025-09-12,2025-09-12,501,497,0.9920159680638723,48.69215291750504,23190.25,23032.996015625,22240.013505859373,True,True,False,MOMENTUM_DISABLED,True,True
AIIL-2026-08-13,AIIL,2026-08-13,2026-08-13,500,500,1.0,57.99999999999999,23658.099609375,23162.01,23086.29630859375,True,True,True,MOMENTUM_ENABLED,True,True
AJANTPHARM-2024-05-24,AJANTPHARM,2024-05-24,2024-05-24,501,492,0.9820359281437125,68.29268292682927,21483.75,20551.7060546875,18786.948759765623,True,True,True,MOMENTUM_ENABLED,True,True
AJANTPHARM-2026-05-19,AJANTPHARM,2026-05-19,2026-05-19,504,464,0.9206349206349206,66.59482758620689,22521.75,22180.5222265625,23065.70634765625,True,False,True,MOMENTUM_DISABLED,True,True
AJANTPHARM-2026-07-13,AJANTPHARM,2026-07-13,2026-07-13,500,500,1.0,64.60000000000001,23347.05078125,22831.1459765625,23062.958818359373,True,False,True,MOMENTUM_DISABLED,True,True
ALKEM-2023-12-13,ALKEM,2023-12-13,2023-12-13,501,491,0.9800399201596807,83.5030549898167,18751.44921875,17521.01484375,16345.1022265625,True,True,True,MOMENTUM_ENABLED,True,True
ALKYLAMINE-2025-07-15,ALKYLAMINE,2025-07-15,2025-07-15,500,497,0.994,74.44668008048289,23449.150390625,23003.283984375,22285.705234375,True,True,True,MOMENTUM_ENABLED,True,True
AMBER-2023-09-15,AMBER,2023-09-15,2023-09-15,501,491,0.9800399201596807,83.29938900203666,17665.80078125,16987.11109375,15738.055517578125,True,True,True,MOMENTUM_ENABLED,True,True
AMBER-2024-10-08,AMBER,2024-10-08,2024-10-08,500,494,0.988,39.47368421052632,23512.55078125,23566.1369140625,21438.58828125,True,True,False,MOMENTUM_DISABLED,True,True
AMBER-2024-11-01,AMBER,2024-11-01,2024-11-01,500,496,0.992,26.814516129032256,22823.55078125,23596.1359375,21795.63228515625,True,True,False,MOMENTUM_DISABLED,True,True
AMBER-2025-01-02,AMBER,2025-01-02,2025-01-02,500,496,0.992,50.201612903225815,22819.75,22703.5589453125,22349.360478515624,True,True,True,MOMENTUM_ENABLED,True,True
AMBER-2025-03-27,AMBER,2025-03-27,2025-03-27,500,491,0.982,51.93482688391039,21407.94921875,20955.7159375,22478.826455078124,True,False,True,MOMENTUM_DISABLED,True,True
AMBER-2025-10-01,AMBER,2025-10-01,2025-10-01,501,498,0.9940119760479041,42.971887550200805,22928.30078125,22957.6820703125,22258.36452148437,True,True,False,MOMENTUM_DISABLED,True,True
AMBUJACEM-2024-02-14,AMBUJACEM,2024-02-14,2024-02-14,501,491,0.9800399201596807,57.23014256619145,19922.30078125,19359.1840234375,17346.2194921875,True,True,True,MOMENTUM_ENABLED,True,True
AMBUJACEM-2024-04-16,AMBUJACEM,2024-04-16,2024-04-16,501,492,0.9820359281437125,55.28455284552846,20423.0,20180.94515625,18253.716274414062,True,True,True,MOMENTUM_ENABLED,True,True
ANANDRATHI-2024-04-19,ANANDRATHI,2024-04-19,2024-04-19,501,492,0.9820359281437125,51.016260162601625,20385.19921875,20203.554140625,18295.06126464844,True,True,True,MOMENTUM_ENABLED,True,True
ANANDRATHI-2025-08-04,ANANDRATHI,2025-08-04,2025-08-04,501,497,0.9920159680638723,36.016096579476866,22860.400390625,23180.691875,22228.2594921875,True,True,False,MOMENTUM_DISABLED,True,True
ANANDRATHI-2026-06-03,ANANDRATHI,2026-06-03,2026-06-03,504,464,0.9206349206349206,55.38793103448276,22451.849609375,22304.657109375,23049.7793359375,True,False,True,MOMENTUM_DISABLED,True,True
ANANTRAJ-2024-12-30,ANANTRAJ,2024-12-30,2024-12-30,500,496,0.992,36.49193548387097,22357.150390625,22736.009921875,22327.456484375,True,True,False,MOMENTUM_DISABLED,True,True
ANANTRAJ-2026-08-12,ANANTRAJ,2026-08-12,2026-08-12,500,500,1.0,57.4,23672.44921875,23137.885,23085.996064453124,True,True,True,MOMENTUM_ENABLED,True,True
ANGELONE-2023-09-08,ANGELONE,2023-09-08,2023-09-08,501,491,0.9800399201596807,84.31771894093686,17487.44921875,16885.0370703125,15688.051762695311,True,True,True,MOMENTUM_ENABLED,True,True
ANGELONE-2023-12-12,ANGELONE,2023-12-12,2023-12-12,501,491,0.9800399201596807,81.67006109979633,18686.80078125,17489.39484375,16326.364731445312,True,True,True,MOMENTUM_ENABLED,True,True
ANGELONE-2023-12-22,ANGELONE,2023-12-22,2023-12-22,501,491,0.9800399201596807,81.67006109979633,19054.69921875,17773.596875,16496.604721679687,True,True,True,MOMENTUM_ENABLED,True,True
ANGELONE-2026-05-05,ANGELONE,2026-05-05,2026-05-05,504,464,0.9206349206349206,75.86206896551724,22808.25,22309.7191796875,23100.0730859375,True,False,True,MOMENTUM_DISABLED,True,True
ANGELONE-2026-06-09,ANGELONE,2026-06-09,2026-06-09,504,464,0.9206349206349206,50.21551724137932,22370.150390625,22392.088046875,23045.12608398437,True,False,True,MOMENTUM_DISABLED,True,True
APARINDS-2023-09-11,APARINDS,2023-09-11,2023-09-11,501,491,0.9800399201596807,87.78004073319755,17653.349609375,16909.5040625,15699.04951171875,True,True,True,MOMENTUM_ENABLED,True,True
APARINDS-2024-04-22,APARINDS,2024-04-22,2024-04-22,501,492,0.9820359281437125,56.50406504065041,20574.849609375,20216.8351171875,18317.231513671875,True,True,True,MOMENTUM_ENABLED,True,True
