Entry_ID,Symbol,Leader_Date,Signal_Date,Pullback_Age,Leader_Close,ATR14_Seed,ATR14_Signal,Pullback_Low,Pullback_Depth_ATR,Close,Prior_High,SMA20,SMA50,SMA200,Median_Traded_Value_20,RS21,RS63,RS126,Composite_RS,RS_Coverage,Resumption_Volume_Ratio,Seed_Membership_OK,Seed_RS_Coverage,Seed_Composite_RS,Seed_RS_Coverage_OK,Seed_Liquidity_OK,Seed_Trend_OK,Seed_RS_OK,Signal_Membership_OK,Signal_RS_Coverage_OK,Signal_Liquidity_OK,Signal_Trend_OK,Signal_RS_OK,Age_OK,Depth_OK,Resumption_OK,Not_New_Leader_OK,Signal_Qualified,Signal_Rejection_Reason,Entry_Date,Entry_Open,Structural_Stop,Initial_Risk,M1_Regime,DATA_SAFE,INDEX_TREND_OK,BREADTH_OK,SMA50_Breadth_Coverage,Pct_Above_SMA50,Nifty500_Close,Nifty500_SMA50,Nifty500_SMA200
ELGIEQUIP-2026-05-07,ELGIEQUIP,2026-04-29,2026-05-07,5,563.2230834960938,17.214948244111195,15.823446114405955,537.4931342404,1.4946283248045986,559.7393188476562,547.4467108004073,542.0120407104492,514.5083215332031,494.872840423584,205621815.41931152,62.78118609406953,86.70756646216769,76.27811860940696,76.40081799591002,0.9702380952380952,1.1247495212176193,True,0.978,81.94274028629857,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-08,558.6444988828962,533.5372727117984,25.10722617109775,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,84.69827586206897,23214.0,22292.95015625,23096.66583984375
ATUL-2026-05-13,ATUL,2026-05-06,2026-05-13,5,7073.12255859375,195.43218508385985,188.47028374862623,6770.614418660603,1.5478931466858468,6953.71142578125,6905.449552953448,6776.062426757812,6490.78416015625,6232.721657714844,208663032.74267575,77.39307535641548,67.0061099796334,86.76171079429736,76.0488798370672,0.9742063492063492,1.316926551420648,True,0.9702380952380952,74.06952965235175,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-14,6955.701669263361,6723.496847723447,232.2048215399136,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,68.10344827586206,22377.349609375,22235.083203125,23082.04208984375
DATAPATTNS-2026-05-13,DATAPATTNS,2026-05-07,2026-05-13,4,4240.85595703125,190.21715288600043,183.35400561131596,4006.366772359701,1.2327446873946273,4187.0732421875,4136.283279379155,3969.352526855469,3535.9043408203124,2898.9437060546875,4277411211.870117,96.33401221995926,98.77800407331976,98.77800407331976,98.0448065173116,0.9742063492063492,0.7816243056858324,True,0.9702380952380952,96.44171779141104,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-14,4240.755924633384,3960.528270956872,280.22765367651164,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,68.10344827586206,22377.349609375,22235.083203125,23082.04208984375
GRAPHITE-2026-05-13,GRAPHITE,2026-05-08,2026-05-13,3,743.5870361328125,27.31753207405404,28.565861675857715,704.3181542736456,1.43749741933914,741.0647583007812,739.2348352292737,714.4964111328125,665.2589245605469,596.0627957153321,1023720485.4626464,91.0386965376782,85.94704684317719,91.64969450101832,89.18533604887983,0.9742063492063492,1.67470791008041,True,0.9702380952380952,81.41104294478528,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-14,751.6485973677683,697.1766888546812,54.4719085130871,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,68.10344827586206,22377.349609375,22235.083203125,23082.04208984375
CUMMINSIND-2026-05-14,CUMMINSIND,2026-05-07,2026-05-14,5,5358.5546875,127.9592512193798,132.312137279565,5105.156536250152,1.980303485954368,5322.85107421875,5226.648867322405,5209.059643554688,4897.008896484375,4300.050148925781,2523153386.176758,70.52845528455285,89.22764227642277,87.8048780487805,83.19105691056912,0.9761904761904762,0.653150969843114,True,0.9702380952380952,80.65439672801637,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-15,5342.1902629275,5072.07850193026,270.1117609972398,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,70.47413793103449,22613.099609375,22219.2691796875,23078.009091796877
HONASA-2026-05-14,HONASA,2026-05-08,2026-05-14,4,359.25,11.172359660770493,10.833924369097724,344.5,1.3202224460954008,352.8999938964844,352.6000061035156,347.24750061035155,318.2219995117188,292.89175033569336,175990009.7520752,57.52032520325203,88.00813008130082,89.83739837398373,79.41056910569107,0.9761904761904762,1.5689311610020351,True,0.9702380952380952,83.86503067484662,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-15,352.0,341.7915189077256,10.20848109227444,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,70.47413793103449,22613.099609375,22219.2691796875,23078.009091796877
KEI-2026-05-14,KEI,2026-05-06,2026-05-14,6,5148.60009765625,188.3115261793401,199.76462346572012,4822.60009765625,1.7311739042969208,5144.7001953125,5006.60009765625,4961.555078125,4635.19603515625,4277.735421142578,1915350791.8566892,83.73983739837398,77.4390243902439,89.22764227642277,82.86585365853658,0.9761904761904762,1.02726349503945,True,0.9702380952380952,87.83231083844579,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-15,5228.89990234375,4772.65894178982,456.24096055392965,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,70.47413793103449,22613.099609375,22219.2691796875,23078.009091796877
NAM-INDIA-2026-05-14,NAM-INDIA,2026-05-07,2026-05-14,5,1095.4400634765625,40.21826872459172,38.75718441187768,1017.8867324818632,1.9283110251655071,1080.503173828125,1060.125545326035,1030.709246826172,927.3779113769532,871.0183435058593,1120627825.7838745,89.43089430894308,85.77235772357723,85.97560975609755,86.93089430894307,0.9761904761904762,1.2378371576147686,True,0.9702380952380952,88.75255623721881,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-15,1083.1738836516615,1008.1974363788938,74.9764472727677,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,70.47413793103449,22613.099609375,22219.2691796875,23078.009091796877
NATCOPHARM-2026-05-14,NATCOPHARM,2026-05-11,2026-05-14,3,1203.960205078125,38.27568473357936,39.966239189712205,1152.547290994882,1.3432265011352802,1202.3629150390625,1197.8704868576838,1121.297705078125,1052.153363037109,913.117254333496,649859123.298645,80.6910569105691,97.5609756097561,97.35772357723576,92.4390243902439,0.9761904761904762,0.8828702603506549,True,0.9702380952380952,82.86298568507158,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-15,1204.758826421704,1142.5557311974542,62.20309522424986,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,70.47413793103449,22613.099609375,22219.2691796875,23078.009091796877
GESHIP-2026-05-15,GESHIP,2026-05-08,2026-05-15,5,1560.6798095703125,55.632668099495845,63.523067084372535,1436.6743207673358,2.2290048821890047,1507.225830078125,1495.5326945625563,1480.3170288085937,1421.2081005859377,1146.14189453125,791415771.692688,85.56910569105692,82.3170731707317,96.13821138211382,87.4390243902439,0.9761904761904762,16.659115402154367,True,0.9702380952380952,86.31901840490796,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-05-18,1507.2258881739274,1420.7935539962427,86.43233417768465,MOMENTUM_DISABLED,True,False,True,0.9206349206349206,69.18103448275862,22531.150390625,22200.9221875,23074.28909179688
