Entry_ID,Symbol,Leader_Date,Signal_Date,Pullback_Age,Leader_Close,ATR14_Seed,ATR14_Signal,Pullback_Low,Pullback_Depth_ATR,Close,Prior_High,SMA20,SMA50,SMA200,Median_Traded_Value_20,RS21,RS63,RS126,Composite_RS,RS_Coverage,Resumption_Volume_Ratio,Seed_Membership_OK,Seed_RS_Coverage,Seed_Composite_RS,Seed_RS_Coverage_OK,Seed_Liquidity_OK,Seed_Trend_OK,Seed_RS_OK,Signal_Membership_OK,Signal_RS_Coverage_OK,Signal_Liquidity_OK,Signal_Trend_OK,Signal_RS_OK,Age_OK,Depth_OK,Resumption_OK,Not_New_Leader_OK,Signal_Qualified,Signal_Rejection_Reason,Entry_Date,Entry_Open,Structural_Stop,Initial_Risk,M1_Regime,DATA_SAFE,INDEX_TREND_OK,BREADTH_OK,SMA50_Breadth_Coverage,Pct_Above_SMA50,Nifty500_Close,Nifty500_SMA50,Nifty500_SMA200
ASHOKLEY-2023-08-04,ASHOKLEY,2023-08-01,2023-08-04,3,85.12367248535156,1.8894567714715416,1.913308409124014,82.65130809214118,1.3085054024733591,84.33807373046875,84.3380641410364,81.7420753479004,75.73948333740235,68.490234375,1989504794.8848724,84.45807770961146,79.14110429447852,62.16768916155419,75.6441717791411,0.9741035856573704,0.7280070285968734,True,0.9741035856573704,76.99386503067484,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-07,84.80019485069019,82.17298098986018,2.627213860830011,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,76.17107942973523,16890.599609375,16403.5480859375,15493.132998046874
HEG-2023-08-04,HEG,2023-08-01,2023-08-04,3,346.2060852050781,12.665649818853932,12.787740131221891,326.07356188292016,1.5895373399783197,342.6352233886719,339.2463351131999,316.5936950683593,294.02663970947265,223.52937202453612,484753959.3715668,85.07157464212679,96.93251533742333,96.52351738241308,93.25153374233128,0.9741035856573704,1.375548489718766,True,0.9741035856573704,90.63394683026586,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-07,343.4872762422622,322.8766268501147,20.610649392147536,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,76.17107942973523,16890.599609375,16403.5480859375,15493.132998046874
EXIDEIND-2023-08-07,EXIDEIND,2023-08-01,2023-08-07,4,259.5159912109375,6.377244923098465,6.7224061680372245,248.32059704037687,1.7555220640829885,259.4173583984375,256.9020925572109,248.571314239502,230.1145004272461,191.61871032714845,796753491.6109924,65.439672801636,90.79754601226992,85.48057259713701,81.59509202453987,0.9741035856573704,0.6789987148418722,True,0.9741035856573704,84.56032719836402,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-08,260.35440347722783,246.63999549836765,13.714407978860208,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,75.35641547861506,16956.349609375,16428.740078125,15503.839248046876
LODHA-2023-08-07,LODHA,2023-08-01,2023-08-07,4,753.3064575195312,28.506817629223725,29.735482392941258,695.085594209804,2.042348748533833,719.591796875,714.6410649870741,707.3387390136719,657.2608923339844,526.4224105834961,568925118.9170837,48.87525562372189,96.7280163599182,80.16359918200409,77.40286298568508,0.9741035856573704,1.1205114652403032,True,0.9741035856573704,86.97341513292434,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-08,723.3049246077043,687.6517236115686,35.65320099613564,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,75.35641547861506,16956.349609375,16428.740078125,15503.839248046876
WESTLIFE-2023-08-07,WESTLIFE,2023-08-01,2023-08-07,4,937.0933227539062,30.392032015738994,29.605288173771047,906.659162952164,1.0013861457496993,928.9874877929688,928.440517569992,900.9080230712892,860.1963781738282,757.7785025024414,102453326.08474731,68.50715746421268,69.73415132924336,73.00613496932516,70.3476482617587,0.9741035856573704,0.9006432420442833,True,0.9741035856573704,73.47648261758691,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-08,949.6016938650376,899.2578409087212,50.34385295631648,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,75.35641547861506,16956.349609375,16428.740078125,15503.839248046876
BEML-2023-08-08,BEML,2023-08-02,2023-08-08,4,1009.977783203125,35.55011502543702,40.33992633210068,938.0262121501348,2.02394763002896,1006.8067016601562,991.6396752151408,884.5638427734375,811.461513671875,718.0523797607422,493426797.1435547,98.3640081799591,94.47852760736195,86.29856850715747,93.19018404907976,0.9741035856573704,3.149106671799917,True,0.9741035856573704,93.47648261758692,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-09,1006.8804056846272,927.9412305671096,78.9391751175175,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,76.37474541751527,16949.25,16452.2780859375,15514.05474609375
ESCORTS-2023-08-08,ESCORTS,2023-08-02,2023-08-08,4,2523.189697265625,65.83969603402407,63.89472287828367,2456.8171557410774,1.0080930733678992,2517.460205078125,2515.0815942171503,2371.83349609375,2225.585283203125,2049.3611346435546,480209240.89941406,82.82208588957054,78.52760736196319,63.59918200408998,75.33742331288343,0.9741035856573704,0.8475247524752475,True,0.9741035856573704,81.24744376278119,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-09,2531.5410044068326,2440.8434750215065,90.6975293853261,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,76.37474541751527,16949.25,16452.2780859375,15514.05474609375
HINDCOPPER-2023-08-09,HINDCOPPER,2023-08-04,2023-08-09,3,151.6155548095703,5.228425285197039,5.260777198804308,143.69018224603138,1.5158240065087307,149.54803466796875,146.93908974746626,130.67732772827148,120.57963607788086,110.29857704162598,936847787.5715104,97.34151329243352,93.25153374233128,80.57259713701431,90.67484662576688,0.9741035856573704,1.2179435325276695,True,0.9741035856573704,86.50306748466258,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-10,149.6464959027192,142.3749879463303,7.271507956388916,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,75.76374745417516,17003.849609375,16476.36607421875,15523.791245117189
INDIANB-2023-08-11,INDIANB,2023-08-08,2023-08-11,3,366.5836181640625,11.145009041623071,12.680688247536905,346.23084101572584,1.826178612536382,362.14892578125,360.2817237043498,322.91380310058594,291.37190216064454,265.62171836853025,467155850.8168945,92.0245398773006,91.41104294478528,80.57259713701431,88.34355828220859,0.9741035856573704,3.084384593804962,True,0.9741035856573704,89.77505112474438,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-14,362.24231792224873,343.0606689538416,19.181648968407103,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,71.07942973523421,16860.150390625,16521.83107421875,15541.887749023435
CYIENT-2023-08-14,CYIENT,2023-08-07,2023-08-14,5,1564.69775390625,50.18840697756216,49.97584831091168,1444.391416444363,2.397094163910656,1480.9503173828125,1478.4718654466687,1436.502734375,1404.4381079101563,1027.1611019897462,379088259.2043457,75.4601226993865,81.18609406952966,96.52351738241308,84.06952965235175,0.9741035856573704,0.7702308174989949,True,0.9741035856573704,89.93865030674847,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-08-16,1488.576697780798,1431.897454366635,56.67924341416301,MOMENTUM_ENABLED,True,True,True,0.9780876494023905,66.80244399185335,16825.55078125,16542.1180859375,15550.610004882812
