Entry_ID,Symbol,Leader_Date,Signal_Date,Pullback_Age,Leader_Close,ATR14_Seed,ATR14_Signal,Pullback_Low,Pullback_Depth_ATR,Close,Prior_High,SMA20,SMA50,SMA200,Median_Traded_Value_20,RS21,RS63,RS126,Composite_RS,RS_Coverage,Resumption_Volume_Ratio,Seed_Membership_OK,Seed_RS_Coverage,Seed_Composite_RS,Seed_RS_Coverage_OK,Seed_Liquidity_OK,Seed_Trend_OK,Seed_RS_OK,Signal_Membership_OK,Signal_RS_Coverage_OK,Signal_Liquidity_OK,Signal_Trend_OK,Signal_RS_OK,Age_OK,Depth_OK,Resumption_OK,Not_New_Leader_OK,Signal_Qualified,Signal_Rejection_Reason,Regime_Context_Date,Active_PIT_Member_Count,SMA50_Denominator,SMA50_Breadth_Coverage,Pct_Above_SMA50,Nifty500_Close,Nifty500_SMA50,Nifty500_SMA200,DATA_SAFE,INDEX_TREND_OK,BREADTH_OK,PIT_Denominator_Match,M1_Regime,Exact_Date_Match,V3_Entry_Status,V3_Cancellation_Reason
COLPAL-2023-10-27,COLPAL,2023-10-20 00:00:00,2023-10-27,4,1977.8961181640625,41.53707446466003,45.0974058085788,1878.8022555401908,2.385672652708878,1949.5501708984373,1934.5572441895245,1912.1614868164063,1880.568549804688,1596.5494842529297,797580330.3692627,72.39263803680981,70.75664621676891,69.32515337423312,70.81799591002044,0.9760479041916168,2.3803684631346496,True,0.9780439121756488,74.18367346938776,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-10-27,501,490,0.9780439121756487,32.44897959183673,16765.44921875,17186.6679296875,15944.765244140624,True,True,False,True,MOMENTUM_DISABLED,True,ACCEPTED,
COLPAL-2023-12-22,COLPAL,2023-12-19 00:00:00,2023-12-22,3,2292.200927734375,46.83862735347384,47.65112150533658,2229.1337835421286,1.3464772081449332,2278.99072265625,2277.8546095059432,2193.274609375,2067.36396484375,1738.1853466796874,655909729.9970703,70.0,79.38775510204081,80.61224489795919,76.93877551020408,0.9780439121756488,0.4066419172996705,True,0.9780439121756488,78.20408163265307,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2023-12-22,501,491,0.9800399201596807,81.67006109979633,19054.69921875,17773.596875,16496.604721679687,True,True,True,True,MOMENTUM_ENABLED,True,ACCEPTED,
COLPAL-2024-01-04,COLPAL,2023-12-29 00:00:00,2024-01-04,3,2395.513427734375,49.95310530556693,46.95412183188992,2330.457630491725,1.3023373991406288,2369.709228515625,2369.5195652516613,2286.234875488281,2134.757961425781,1777.2730932617187,605739798.5407715,63.6734693877551,77.55102040816327,76.73469387755102,73.14285714285714,0.9780439121756488,1.3028885012974858,True,0.9780439121756488,77.40816326530613,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-01-04,501,491,0.9800399201596807,87.78004073319755,19541.25,18050.964921875,16658.041723632814,True,True,True,True,MOMENTUM_ENABLED,True,ACCEPTED,
COLPAL-2024-03-22,COLPAL,2024-03-18 00:00:00,2024-03-22,4,2588.92919921875,61.22087047353035,63.26759541659487,2463.457542812427,2.04949154489027,2564.4033203125,2562.8880682506438,2462.48935546875,2415.798310546875,2032.462857055664,539548437.6079102,89.61303462321793,69.65376782077392,81.05906313645622,79.06313645621182,0.9800399201596808,1.0004824637498604,True,0.9800399201596808,83.09572301425662,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-03-22,501,490,0.9780439121756487,33.87755102040816,19994.599609375,19906.8921875,17932.496284179688,True,True,False,True,MOMENTUM_DISABLED,True,ACCEPTED,
COLPAL-2024-09-20,COLPAL,2024-09-09 00:00:00,2024-09-20,9,3533.41357421875,63.47194728711042,66.26278202820626,3437.395697875668,1.5127608407656434,3512.73193359375,3504.3347501263715,3489.0153930664064,3312.438295898437,2706.1110571289064,1342010224.1589355,50.91277890466531,90.26369168356996,65.92292089249493,71.15618661257606,0.9840319361277444,3.0400358774706384,True,0.9820717131474104,78.07302231237323,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-09-20,501,493,0.9840319361277445,56.99797160243407,24193.80078125,23343.9179296875,21121.88478515625,True,True,True,True,MOMENTUM_ENABLED,True,ACCEPTED,
CONCOR-2024-02-14,CONCOR,2024-02-08 00:00:00,2024-02-14,4,919.9246826171876,31.10171555586245,33.81418812513182,864.9236961592969,1.768422914134821,909.0889892578124,903.2841499277728,861.2669006347656,841.6239111328125,704.3647525024414,1694803371.475983,72.24489795918367,73.46938775510205,67.9591836734694,71.44897959183673,0.9780439121756488,0.7488099952850132,True,0.9780439121756488,70.12244897959184,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-02-14,501,491,0.9800399201596807,57.23014256619145,19922.30078125,19359.1840234375,17346.2194921875,True,True,True,True,MOMENTUM_ENABLED,True,ACCEPTED,
CONCOR-2024-05-03,CONCOR,2024-04-26 00:00:00,2024-05-03,4,1033.2645263671875,33.32577121267595,33.064125572417915,991.0342399433168,1.2671960734042291,1024.99267578125,1021.219480918042,936.930551147461,915.471434326172,778.8912216186524,1864403184.7960813,90.3688524590164,82.58196721311475,73.36065573770492,82.15163934426229,0.9740518962075848,1.3447346103375868,True,0.9740518962075848,83.34016393442623,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-05-03,501,492,0.9820359281437125,71.13821138211382,20959.55078125,20372.7720703125,18499.69776367188,True,True,True,True,MOMENTUM_ENABLED,True,ACCEPTED,
CONCORDBIO-2024-12-11,CONCORDBIO,2024-12-05 00:00:00,2024-12-11,4,2171.41845703125,79.9628920322384,81.43145239103988,2045.6779036391044,1.5724863145451409,2167.81298828125,2083.755744249317,2031.11103515625,1931.3814477539063,1674.1820092773437,146686885.8413086,96.35627530364371,88.8663967611336,92.71255060728744,92.26720647773278,0.988,1.3721198615145846,True,0.988,94.06882591093115,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-12-11,500,496,0.992,63.91129032258065,23358.150390625,22962.5919140625,22176.7980078125,True,True,True,True,MOMENTUM_ENABLED,True,ACCEPTED,
CONCORDBIO-2025-01-06,CONCORDBIO,2024-12-31 00:00:00,2025-01-06,3,2183.66650390625,90.60714386807356,89.01668881912694,2050.122800599002,1.4738760941597635,2128.64892578125,2111.5113139339915,2113.180633544922,2001.548190917969,1733.0046142578126,142910185.7692871,68.21862348178138,89.27125506072875,87.4493927125506,82.40890688259108,0.9860279441117764,2.9788790560471976,True,0.988,85.1821862348178,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2025-01-06,501,496,0.9900199600798403,33.266129032258064,22225.400390625,22680.6759765625,22371.72748046875,True,False,False,True,MOMENTUM_DISABLED,True,ACCEPTED,
CONCORDBIO-2026-08-10,CONCORDBIO,2026-07-31 00:00:00,2026-08-10,6,1420.800048828125,47.36080107015352,50.900053140074895,1356.4000244140625,1.3597748129021197,1419.0,1390.9000244140625,1336.458917236328,1305.08611328125,1252.599562072754,118723110.4321289,84.2,90.6,54.2,77.76,1.0,3.958555032760213,True,1.0,83.16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-08-10,500,500,1.0,61.8,23743.19921875,23089.993984375,23083.93381835937,True,True,True,True,MOMENTUM_ENABLED,True,ACCEPTED,
