Enabled_Completed,Disabled_Completed,Enabled_Base_Mean_Net_R,Disabled_Base_Mean_Net_R,Enabled_Base_R_PF,Disabled_Base_R_PF,Enabled_Beats_Disabled_Mean,Enabled_Beats_Disabled_R_PF
825.0,640.0,-0.014416265079849395,-0.18660629404639212,0.9750194191377326,0.6833789690459608,True,True
