Omitted_Symbol,Remaining_Entry_Count,Setup_Mean_Return,Setup_Return_PF,Practical_Mean_R,Practical_R_PF
AFFLE,1461,0.0016332193607287195,1.0643757130374014,0.0023556333121927003,1.0045771063982343
AIAENG,1463,0.00160810404124568,1.0634674555256174,0.0016530328833858896,1.0032143747035196
AIIL,1463,0.001650089994062909,1.065170912669814,0.0023282101396124256,1.0045294668167293
AJANTPHARM,1462,0.0016830935860475316,1.0665126410147123,0.0030843138715790476,1.0060051525433575
ALKEM,1464,0.0015689022468136624,1.061869674192528,0.0009161975809941758,1.0017804264813823
ALKYLAMINE,1464,0.001608079343587813,1.0634525709297178,0.001664777653654737,1.0032368209532434
AMBER,1459,0.0016851389015414106,1.0667808075397538,0.0014399072057153506,1.0027984297341261
AMBUJACEM,1464,0.0015745253838832381,1.062091422653365,0.0009899659023147396,1.0019237788275255
ANANDRATHI,1463,0.0016431567438005743,1.0648793154088798,0.0027632506541118065,1.0053803795359024
ANANTRAJ,1463,0.0016100857425392727,1.0634906159347226,0.001638720785507455,1.003183814115946
ANGELONE,1460,0.0016057043982169342,1.0633953492139523,0.0014299077924971198,1.002780371231346
APARINDS,1461,0.0016043112695652583,1.0632668312076174,0.0012923889915972455,1.0025125433428743
