Entry_ID,Symbol,Leader_Date,Signal_Date,Pullback_Age,Leader_Close,ATR14_Seed,ATR14_Signal,Pullback_Low,Pullback_Depth_ATR,Close,Prior_High,SMA20,SMA50,SMA200,Median_Traded_Value_20,RS21,RS63,RS126,Composite_RS,RS_Coverage,Resumption_Volume_Ratio,Seed_Membership_OK,Seed_RS_Coverage_OK,Seed_Liquidity_OK,Seed_Trend_OK,Seed_RS_OK,Signal_Membership_OK,Signal_RS_Coverage_OK,Signal_Liquidity_OK,Signal_Trend_OK,Signal_RS_OK,Age_OK,Depth_OK,Resumption_OK,Not_New_Leader_OK,Signal_Qualified,Signal_Rejection_Reason,Entry_Date,Entry_Open,Structural_Stop,Initial_Risk,Exit_Date,Exit_Price,Exit_Reason,Return,Exit_Signal_Date,R_Multiple,Holding_Sessions,Breadth_Matched_Date,Member_Count,Covered_Member_Count,SMA50_Denominator,Above_SMA50_Count,Pct_Above_SMA50,SMA200_Denominator,Above_SMA200_Count,Pct_Above_SMA200,Coverage_200_Sessions,Coverage_OK,Nifty500_Close,Nifty500_SMA200,Regime,Universe_Method,Universe_Member_Count,Eligible_Count_50,Eligible_Count_200,Momentum_Regime
AAVAS-2024-06-18,AAVAS,2024-06-12,2024-06-18,3,1907.449951171875,72.66147453457624,72.80671924352109,1822.1500244140625,1.1739360824176803,1900.449951171875,1868.0,1674.257501220703,1614.052001953125,1547.2722479248048,431809371.7429199,87.37270875763747,85.74338085539715,57.43380855397149,77.73930753564154,0.9780876494023903,1.5046402539692048,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-06-19,1914.949951171875,1803.9483446031825,111.00160656869252,2024-07-04,1803.9483446031825,STOP_INTRADAY,-0.05796580035982865,,-1.0,11,2024-06-18,502,493,493,422,85.59837728194725,483,411,85.09316770186336,0.9621513944223108,True,22329.599609375,19157.73802734375,STRONG_MOMENTUM,POINT_IN_TIME,502,493,483,STRONG_MOMENTUM
ABB-2024-05-30,ABB,2024-05-21,2024-05-30,7,8337.0712890625,245.6131136506729,214.3157002018126,7907.846028767495,1.7475665444536366,8059.486328125,8043.688418298427,7619.31123046875,6718.563232421875,4990.28703125,2655673278.463867,97.75510204081633,97.75510204081633,95.10204081632652,96.95918367346938,0.9780439121756488,0.8965512410460735,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-05-31,8121.2637048006945,7854.267103717042,266.9966010836524,2024-06-04,7854.267103717042,STOP_INTRADAY,-0.032876238328010905,,-1.0,2,2024-05-30,501,493,492,270,54.87804878048781,480,342,71.25,0.9580838323353292,True,21038.55078125,18873.31702148437,NORMAL,POINT_IN_TIME,501,492,480,NORMAL
ABB-2024-06-27,ABB,2024-06-14,2024-06-27,8,8796.0849609375,338.2998678460702,315.76632694650687,8031.254794193189,2.2608053961532035,8428.4931640625,8225.607122947127,8142.919677734375,7521.176591796875,5361.098181152343,3558515797.4379883,45.21384928716905,90.4276985743381,94.29735234215886,78.0244399185336,0.9780876494023903,1.5010302560266535,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-06-28,8503.530493697182,7952.313212456562,551.2172812406207,2024-07-11,8371.931752260238,SMA20,-0.015475776976925724,2024-07-10,-0.2387420458603119,9,2024-06-27,502,493,493,384,77.89046653144015,484,406,83.88429752066115,0.9641434262948207,True,22537.400390625,19349.281025390625,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM
ABB-2026-03-18,ABB,2026-03-12,2026-03-18,4,6308.626953125,192.93878099046995,190.9506164919177,6065.987365074808,1.2575988445898665,6238.24658203125,6238.246578781458,5999.249169921875,5533.70611328125,5344.837348632813,2229167280.320801,94.97991967871486,96.5863453815261,91.56626506024097,94.5983935742972,0.996,0.7639253107177024,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2026-03-19,6162.9445828283415,6018.249710951828,144.6948718765134,2026-03-23,6018.249710951828,STOP_INTRADAY,-0.023478204279115716,,-1.0,2,2026-03-18,500,498,449,104,23.16258351893096,446,120,26.90582959641256,0.892,True,21917.400390625,23264.38802734375,HOSTILE,POINT_IN_TIME,500,449,446,HOSTILE
ABBOTINDIA-2025-03-17,ABBOTINDIA,2025-03-04,2025-03-17,8,30395.40234375,996.7815781492316,921.4901172267882,28483.059639447834,1.918517302308994,29081.234375,29020.089641713206,28950.609375,27706.58828125,27344.813984375,495605316.6904297,86.49193548387096,95.96774193548389,91.93548387096774,91.91532258064515,0.992,0.3410681838491555,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2025-03-18,29081.234375,28252.687110141134,828.5472648588657,2025-03-21,29190.857439172174,SMA20,0.003769546462801205,2025-03-20,0.13230755663751687,3,2025-03-17,500,496,490,96,19.59183673469388,490,61,12.448979591836734,0.98,True,20288.30078125,22477.832724609376,HOSTILE,POINT_IN_TIME,500,490,490,HOSTILE
ABCAPITAL-2024-06-28,ABCAPITAL,2024-06-20,2024-06-28,6,243.0200042724609,9.33924617886918,8.269310852334094,232.75999450683597,1.0985907822880956,238.7100067138672,238.3999938964844,233.1405029296875,226.1342013549805,189.73505043029783,1724764378.3321917,47.96747967479675,83.73983739837398,81.30081300813008,72.27642276422763,0.9800796812749004,1.0598670666415249,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-07-01,239.3999938964844,230.6926667937524,8.707327102731995,2024-07-08,236.00999450683594,SMA20,-0.014160398814021223,2024-07-05,-0.38932721254778935,5,2024-06-28,502,493,493,390,79.10750507099391,484,409,84.50413223140497,0.9641434262948207,True,22559.69921875,19377.443017578124,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM
ABCAPITAL-2025-09-29,ABCAPITAL,2025-09-24,2025-09-29,3,291.95001220703125,7.355624549270786,7.994538067424759,277.70001220703125,1.937293006806975,289.8500061035156,287.95001220703125,286.59750213623045,278.02900146484376,219.6613503265381,1333896173.5685272,69.87951807228916,80.52208835341365,97.79116465863451,82.51004016064257,0.994011976047904,1.7367462055864622,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2025-09-30,290.5,275.70137769017504,14.798622309824964,2025-11-24,325.6499938964844,SMA20,0.12099825781922333,2025-11-21,2.3752206901819446,36,2025-09-29,501,498,498,167,33.53413654618474,488,258,52.86885245901639,0.9740518962075848,True,22739.099609375,22263.08702148437,NORMAL,POINT_IN_TIME,501,498,488,NORMAL
ABCAPITAL-2025-10-15,ABCAPITAL,2025-10-06,2025-10-15,7,304.04998779296875,8.254336695242637,7.877462457530682,289.8999938964844,1.7142496628032733,303.5,302.3999938964844,294.0800018310547,286.50800170898435,225.56830039978027,1433627900.069809,81.54158215010142,88.64097363083164,95.53752535496956,88.58012170385396,0.9801192842942346,0.7206629510517663,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2025-10-16,303.5,287.9306282821017,15.56937171789832,2025-11-24,325.6499938964844,SMA20,0.07298185797853171,2025-11-21,1.4226645941673464,25,2025-10-15,503,498,498,258,51.80722891566265,481,294,61.12266112266113,0.956262425447316,True,23377.349609375,22268.92327148437,NORMAL,POINT_IN_TIME,503,498,481,NORMAL
ABCAPITAL-2025-11-17,ABCAPITAL,2025-11-07,2025-11-17,6,338.1000061035156,9.34793901823336,8.422571106616775,322.6000061035156,1.658119503108323,334.79998779296875,334.1499938964844,321.5074981689453,303.97600036621094,240.6789501953125,1145122826.5551453,87.4493927125506,93.7246963562753,96.96356275303644,92.81376518218624,0.9840637450199204,0.5836071279517351,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2025-11-18,336.0,320.49436332686145,15.505636673138554,2025-11-24,325.6499938964844,SMA20,-0.030803589593796504,2025-11-21,-0.6674995888073161,4,2025-11-17,502,499,498,248,49.79919678714859,483,299,61.90476190476191,0.9621513944223108,True,23954.55078125,22451.17802734375,NORMAL,POINT_IN_TIME,502,498,483,NORMAL
ABCAPITAL-2025-12-12,ABCAPITAL,2025-12-09,2025-12-12,3,364.0499877929688,8.171804502273064,8.59801548523831,353.25,1.3216160261744676,362.9500122070313,362.25,347.82250061035154,327.005,258.0064504241943,1271395420.6271362,97.17741935483872,96.37096774193547,98.38709677419357,97.21774193548389,0.9880478087649402,1.0087088755730182,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2025-12-15,362.7000122070313,351.1004961286904,11.599516078340912,2025-12-16,351.1004961286904,STOP_INTRADAY,-0.03198101926646708,,-1.0,1,2025-12-12,502,499,498,175,35.140562248995984,493,245,49.69574036511156,0.9820717131474104,True,23726.19921875,22696.950283203125,NORMAL,POINT_IN_TIME,502,498,493,NORMAL
ABFRL-2024-07-01,ABFRL,2024-06-18,2024-07-01,9,330.5,13.578164477311018,11.721322656117696,307.04998779296875,1.7270384554713558,322.5,321.25,316.7375,285.86099884033206,241.0454995727539,1468124041.3789978,56.09756097560976,93.90243902439023,77.03252032520325,77.5,0.9800796812749004,0.9594953985214284,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2024-07-02,324.45001220703125,304.1196571289393,20.33035507809194,2024-07-09,323.8999938964844,SMA20,-0.0016952328243276774,2024-07-08,-0.027054043494772827,5,2024-07-01,502,493,493,408,82.75862068965517,484,419,86.57024793388429,0.9641434262948207,True,22727.599609375,19406.23626953125,STRONG_MOMENTUM,POINT_IN_TIME,502,493,484,STRONG_MOMENTUM
