Regime,Setup_Completed_Trades,Setup_Winners,Setup_Losers,Setup_Win_Rate,Setup_Mean_Return,Setup_Median_Return,Setup_Return_PF,Setup_Mean_R,Setup_Median_R,Setup_R_PF,Setup_Median_Holding_Sessions,Practical_Completed_Trades,Practical_Winners,Practical_Losers,Practical_Win_Rate,Practical_Mean_Return,Practical_Median_Return,Practical_Return_PF,Practical_Mean_R,Practical_Median_R,Practical_R_PF,Practical_Median_Holding_Sessions
HOSTILE,185,57,128,0.3081081081081081,-0.00863602315847126,-0.020295198204857156,0.7186123256575362,,,,6.0,185,46,139,0.24864864864864866,-0.011636377208305869,-0.025983763785211063,0.6014529903147966,-0.3131703975533382,-0.5458282088903281,0.46652632234809155,5.0
NORMAL,746,221,524,0.29624664879356566,-0.0016567753368634016,-0.017135121315089243,0.9263066906810432,,,,8.0,746,204,541,0.2734584450402145,-0.0030151268933321517,-0.01982572989652686,0.8664741348508838,-0.06289839652728742,-0.43585371258599104,0.8713876423538224,7.0
STRONG_MOMENTUM,537,163,374,0.30353817504655495,0.010479317005211274,-0.01808829373218514,1.3806449956462226,,,,8.0,537,148,389,0.2756052141527002,0.009195516456841028,-0.024313574170118084,1.3464932897752548,0.21816287777084512,-0.48189824902723244,1.4164917334955722,6.0
