Entry_ID,Symbol,Signal_Date,Entry_Date,Exit_Date,Entry_Open,Exit_Price,Exit_Reason,Initial_Risk,Target,Structural_Stop,Gross_Return,Base_Net_Return,Stress_Net_Return,Severe_Net_Return,Gross_R,Base_Net_R,Stress_Net_R,Severe_Net_R,Benchmark_Return,Base_Practical_Excess_Return,Stress_Practical_Excess_Return,Severe_Practical_Excess_Return,Same_Bar_Stop_Target_Ambiguity
ENTRY|LOWER|IRB|2023-08-02,IRB,2023-08-02,2023-08-03,2023-08-23,12.53589513627395,13.544065307680116,MIDPOINT_TARGET,0.40413210997406956,13.544065307680116,12.13176302629988,0.08042267109342016,0.07642267109342016,0.07442267109342016,0.07242267109342015,2.4946549569418104,2.3705777571659423,2.308539157278008,2.246500557390074,0.007881319173916657,0.0685413519195035,0.0665413519195035,0.0645413519195035,False
ENTRY|LOWER|STLTECH|2023-08-02,STLTECH,2023-08-02,2023-08-03,2023-08-07,146.07138515968126,159.70967563275002,MIDPOINT_TARGET,2.8017669987622185,159.70967563275002,143.26961816091904,0.09336729749060546,0.08936729749060546,0.08736729749060546,0.08536729749060545,4.867746132741934,4.659204330052113,4.554933428707201,4.45066252736229,0.007729652612735283,0.08163764487787017,0.07963764487787017,0.07763764487787017,False
ENTRY|LOWER|IGL|2023-08-03,IGL,2023-08-03,2023-08-04,2023-08-10,214.49825364506518,210.48227870904574,STRUCTURAL_STOP,4.015974936019433,226.2418711310256,210.48227870904574,-0.018722646304919377,-0.022722646304919377,-0.024722646304919375,-0.026722646304919377,-1.0,-1.2136450122944964,-1.3204675184417445,-1.4272900245889926,0.009028075895889387,-0.03175072220080877,-0.03375072220080876,-0.035750722200808764,False
ENTRY|LOWER|KOTAKBANK|2023-08-03,KOTAKBANK,2023-08-03,2023-08-04,2023-08-10,364.34966577593883,357.8130883623267,STRUCTURAL_STOP,6.536577413612122,386.1138704779079,357.8130883623267,-0.017940396348906984,-0.021940396348906984,-0.023940396348906982,-0.025940396348906984,-1.0,-1.2229605144840463,-1.3344407717260696,-1.4459210289680926,0.009028075895889387,-0.03096847224479637,-0.03296847224479637,-0.03496847224479637,False
ENTRY|LOWER|RAJESHEXPO|2023-08-07,RAJESHEXPO,2023-08-07,2023-08-08,2023-08-29,523.0,499.5784037414728,STRUCTURAL_STOP,23.421596258527188,586.6999969482422,499.5784037414728,-0.04478316684230821,-0.04878316684230821,-0.05078316684230821,-0.05278316684230821,-1.0,-1.0893192751214964,-1.1339789126822446,-1.1786385502429928,-0.0034134012090125676,-0.045369765633295644,-0.04736976563329564,-0.04936976563329564,False
ENTRY|LOWER|GODREJCP|2023-08-08,GODREJCP,2023-08-08,2023-08-09,2023-08-31,958.2256521735483,965.6349527918783,TIME_EXIT,14.286010756184282,998.8582688000957,943.939641417364,0.007732312948963038,0.003732312948963038,0.001732312948963038,-0.00026768705103696194,0.5186402799761711,0.2503426653299715,0.11619385800687171,-0.017954949316228097,0.0020333768963767263,0.0016989360525863119,-0.00030106394741368815,-0.002301063947413688,False
ENTRY|LOWER|AUBANK|2023-08-10,AUBANK,2023-08-10,2023-08-11,2023-08-24,701.7899129704753,744.8538771705284,MIDPOINT_TARGET,11.897824000317087,744.8538771705284,689.8920889701582,0.06136304242073787,0.057363042420737864,0.05536304242073787,0.05336304242073787,3.619482369121068,3.38354345694628,3.2655740008588854,3.1476045447714913,0.0040777260859146125,0.05328531633482325,0.05128531633482326,0.049285316334823255,False
ENTRY|LOWER|BORORENEW|2023-08-10,BORORENEW,2023-08-10,2023-08-11,2023-08-14,472.70001220703125,463.16002885169195,STRUCTURAL_STOP,9.539983355339302,521.5,463.16002885169195,-0.020181897840021668,-0.024181897840021668,-0.026181897840021666,-0.028181897840021668,-1.0,-1.198197415907428,-1.297296123861142,-1.3963948318148562,-0.008385406919773408,-0.01579649092024826,-0.017796490920248258,-0.01979649092024826,False
ENTRY|LOWER|HINDUNILVR|2023-08-10,HINDUNILVR,2023-08-10,2023-08-11,2023-08-11,2394.586595022939,2379.0317498619124,STRUCTURAL_STOP,15.554845161026606,2505.4364327847147,2379.0317498619124,-0.006495837399807081,-0.01049583739980708,-0.01249583739980708,-0.01449583739980708,-1.0,-1.6157789602490389,-1.9236684403735582,-2.2315579204980778,0.0,-0.01049583739980708,-0.01249583739980708,-0.01449583739980708,False
ENTRY|LOWER|MGL|2023-08-11,MGL,2023-08-11,2023-08-14,2023-08-14,931.2141494964757,920.4070611926659,STRUCTURAL_STOP,10.807088303809792,991.2102959494439,920.4070611926659,-0.011605373811870656,-0.015605373811870656,-0.017605373811870655,-0.019605373811870656,-1.0,-1.34466791547107,-1.517001873206605,-1.68933583094214,0.0,-0.015605373811870656,-0.017605373811870655,-0.019605373811870656,False
