Signal_ID,Symbol,Signal_Date,Yahoo_Ticker,Range_Low,Range_High,Range_Mid,ER60,Prior20_Median_Traded_Value,Open,High,Low,Close,Volume,ATR14,Point_In_Time_Member,Exact_Prehistory_61
UPPER|360ONE|2024-02-21,360ONE,2024-02-21,360ONE.NS,517.9202666040916,712.4674939266785,615.193880265385,0.2256075152720237,245564528.28103638,691.9633099996656,727.2571238270002,690.9869949238283,696.7960815429688,327025.0,25.53964558471011,True,True
UPPER|360ONE|2024-06-26,360ONE,2024-06-26,360ONE.NS,631.6758164027176,879.6110255068955,755.6434209548065,0.20314770007506378,408007528.61938477,821.5755022959227,882.1332907373111,821.5755022959227,872.0321655273438,2090959.0,33.593873561427856,True,True
UPPER|360ONE|2024-11-27,360ONE,2024-11-27,360ONE.NS,924.1752594672844,1124.396804580351,1024.2860320238178,0.008533362091310361,358082805.1621704,1083.1529211493557,1128.6735123812941,1083.1529211493557,1112.94287109375,1317672.0,41.23376624825117,True,True
UPPER|360ONE|2024-11-28,360ONE,2024-11-28,360ONE.NS,924.1752594672844,1128.6735123812941,1026.4243859242893,0.04388567835738508,358082805.1621704,1120.8082474638607,1129.5092348555909,1078.1388568468305,1105.66748046875,983588.0,41.95780994543039,True,True
UPPER|360ONE|2024-12-02,360ONE,2024-12-02,360ONE.NS,924.1752594672844,1129.5092348555909,1026.8422471614376,0.014859693883463813,376274116.9920044,1096.2291460101105,1130.639926378141,1075.5826777892923,1125.330810546875,410493.0,42.366822646582996,True,True
UPPER|360ONE|2024-12-18,360ONE,2024-12-18,360ONE.NS,924.1752594672844,1238.7880885271845,1081.4816739972343,0.13162093006482625,720697830.5355835,1233.921356992736,1248.619626638795,1205.5078627456976,1219.9112548828125,525759.0,40.927623835217894,True,True
UPPER|360ONE|2024-12-23,360ONE,2024-12-23,360ONE.NS,924.1752594672844,1248.619626638795,1086.3974430530398,0.1201969320077193,720697830.5355835,1217.2076613982158,1259.1887652776047,1188.5974595342836,1211.9476318359375,499836.0,43.76158426692039,True,True
UPPER|360ONE|2024-12-26,360ONE,2024-12-26,360ONE.NS,924.1752594672844,1259.1887652776047,1091.6820123724447,0.11572575435938541,669976438.4718018,1215.5855125758185,1290.0110723705434,1193.8083787604944,1235.101318359375,1129000.0,47.115406263871435,True,True
UPPER|360ONE|2025-06-06,360ONE,2025-06-06,360ONE.NS,777.1920593711565,1077.6811237346026,927.4365915528795,0.06552223188244528,573754713.7994385,1095.4371453087736,1112.846994133334,1042.7128794194057,1053.29736328125,2406203.0,42.369782415482426,True,True
UPPER|360ONE|2025-06-25,360ONE,2025-06-25,360ONE.NS,777.1920593711565,1178.7276762822714,977.9598678267139,0.12465896940061781,900755448.0611572,1138.8134984889953,1187.0368713891805,1127.8334315789723,1177.1448974609375,879204.0,50.484307208255,True,True
UPPER|360ONE|2025-06-26,360ONE,2025-06-26,360ONE.NS,777.1920593711565,1187.0368713891805,982.1144653801684,0.16463964820246868,969941329.3464355,1189.0153102174693,1189.9549994748056,1134.7083471894882,1152.2666015625,1806780.0,50.82447471375946,True,True
UPPER|360ONE|2025-06-27,360ONE,2025-06-27,360ONE.NS,777.1920593711565,1189.9549994748056,983.573529422981,0.1376764382927897,1024746609.7875977,1167.2529737603436,1195.642891855384,1157.3609994064425,1182.7833251953125,3387240.0,50.29246154083978,True,True
UPPER|360ONE|2025-10-17,360ONE,2025-10-17,360ONE.NS,986.0319791934821,1167.0551810351872,1076.5435801143346,0.05416654488692887,865850380.9337769,1159.834038764685,1169.4292059659608,1130.7516088662267,1152.316162109375,778522.0,28.32748910671948,True,True
UPPER|360ONE|2025-10-21,360ONE,2025-10-21,360ONE.NS,986.0319791934821,1181.8931041063752,1083.9625416499287,0.06931414160487323,899711922.5751343,1187.1357639587122,1187.1357639587122,1157.360946660758,1162.70263671875,136457.0,29.911244049913485,True,True
UPPER|360ONE|2025-12-01,360ONE,2025-12-01,360ONE.NS,986.0319791934821,1187.1357639587122,1086.5838715760972,0.19723437353469678,600140599.8672485,1178.0614053663317,1191.6822876335677,1174.3826869986742,1182.43603515625,560894.0,31.004081918261704,True,True
UPPER|360ONE|2025-12-24,360ONE,2025-12-24,360ONE.NS,986.0319791934821,1191.6822876335677,1088.857133413525,0.1924998027698288,562554956.0119629,1183.1319190187996,1209.9760886099825,1173.487951082355,1189.0972900390625,1291909.0,33.27313274186051,True,True
UPPER|360ONE|2025-12-30,360ONE,2025-12-30,360ONE.NS,1002.0570810909611,1209.9760886099825,1106.0165848504719,0.1798314408683269,537886511.7652588,1157.6796895980676,1210.8709143446174,1157.5802910212308,1184.72265625,939031.0,34.06288034079103,True,True
UPPER|360ONE|2026-01-05,360ONE,2026-01-05,360ONE.NS,1043.2076077438787,1210.8709143446174,1127.0392610442482,0.1706300961961824,492998008.73779297,1201.0281354253545,1213.953107081422,1184.8221608795059,1192.080078125,458955.0,33.858332513609696,True,True
UPPER|360ONE|2026-01-16,360ONE,2026-01-16,360ONE.NS,1045.033640448749,1213.953107081422,1129.4933737650856,0.020187518399462364,658196383.262085,1183.1319643628465,1229.0652744329707,1180.1492787384022,1190.7874755859375,4335885.0,38.39459766878006,True,True
UPPER|360ONE|2026-05-26,360ONE,2026-05-26,360ONE.NS,900.8207868154223,1144.4000244140625,1022.6104056147424,0.04931651601072091,784340104.1707764,1152.0,1152.0,1121.699951171875,1125.300048828125,762091.0,32.78005320656731,True,True
UPPER|360ONE|2026-06-16,360ONE,2026-06-16,360ONE.NS,900.8207868154223,1152.0,1026.4103934077111,0.11168229318998485,824811972.1538696,1143.199951171875,1165.0999755859375,1130.300048828125,1133.5999755859375,1168609.0,34.122920152383955,True,True
UPPER|360ONE|2026-07-29,360ONE,2026-07-29,360ONE.NS,1031.300048828125,1165.0999755859375,1098.2000122070312,0.10112853647222712,1441421804.6732178,1128.300048828125,1170.0,1113.5,1161.300048828125,1135914.0,34.044901976857055,True,True
UPPER|360ONE|2026-08-04,360ONE,2026-08-04,360ONE.NS,1031.300048828125,1170.0,1100.6500244140625,0.03921794329781247,1322592802.748291,1147.800048828125,1174.0,1144.4000244140625,1155.0,1180507.0,33.26584414060667,True,True
UPPER|360ONE|2026-08-06,360ONE,2026-08-06,360ONE.NS,1031.300048828125,1194.699951171875,1113.0,0.08033936767874994,1322592802.748291,1193.0999755859375,1197.0,1180.9000244140625,1186.0,959901.0,32.466462669387894,True,True
UPPER|3MINDIA|2024-05-29,3MINDIA,2024-05-29,3MINDIA.NS,27139.06681551208,32948.04134465929,30043.554080085683,0.14366778574539604,150446225.52246094,32853.667366374124,33849.13790601966,31380.48553924919,31895.529296875,77574.0,1087.5937851986175,True,True
UPPER|3MINDIA|2025-07-24,3MINDIA,2025-07-24,3MINDIA.NS,26969.437829515988,30962.03682231628,28965.737325916132,0.12064769743047772,117017400.03125,30690.695940114034,31097.708642824735,30341.827909219148,30700.38671875,14336.0,617.351293679555,True,True
UPPER|3MINDIA|2025-07-28,3MINDIA,2025-07-28,3MINDIA.NS,26969.437829515988,31097.708642824735,29033.573236170363,0.13324776139126118,126877394.44433594,30784.172751539783,31346.035654785945,30266.667445918316,30508.169921875,6406.0,667.5936451161181,True,True
UPPER|3MINDIA|2025-08-01,3MINDIA,2025-08-01,3MINDIA.NS,26969.437829515988,31346.035654785945,29157.736742150966,0.16006083693616105,179180518.41992188,30542.670451787737,31444.608275359977,30084.308607021518,30463.8125,20155.0,720.9212737660104,True,True
UPPER|3MINDIA|2026-02-09,3MINDIA,2026-02-09,3MINDIA.NS,32282.473559736398,36772.449562720314,34527.46156122835,0.03962049437194891,121230460.10351562,34850.287631047,37201.24042414691,34697.50034260655,35964.15625,7114.0,1113.5561035409607,True,True
UPPER|3MINDIA|2026-02-10,3MINDIA,2026-02-10,3MINDIA.NS,32282.473559736398,37201.24042414691,34741.856991941655,0.02012531088019081,125333463.40429688,35978.94107255546,37487.09942436396,35855.72552093712,37097.73828125,11004.0,1150.5430892470947,True,True
UPPER|3MINDIA|2026-07-14,3MINDIA,2026-07-14,3MINDIA.NS,29847.73528672528,36062.728694692734,32955.231990709006,0.21234049850955722,109581995.53613281,35486.079895320196,36166.2297599805,35486.079895320196,36018.37109375,6617.0,932.8682756999341,True,True
UPPER|3MINDIA|2026-07-15,3MINDIA,2026-07-15,3MINDIA.NS,29847.73528672528,36166.2297599805,33006.98252335289,0.2250907614833283,123549572.85644531,36176.08592227943,36353.51631644865,35288.93395143334,35417.078125,9149.0,942.2764249367467,True,True
UPPER|3MINDIA|2026-08-03,3MINDIA,2026-08-03,3MINDIA.NS,29847.73528672528,36353.51631644865,33100.62580158697,0.1126039532342934,118960164.87890625,35170.0,36660.0,35020.0,35955.0,6489.0,974.3060639068605,True,True
UPPER|3MINDIA|2026-08-13,3MINDIA,2026-08-13,3MINDIA.NS,30360.311990489132,36660.0,33510.15599524457,0.20674253709624218,108823730.0,35800.0,36695.0,35800.0,36165.0,4039.0,844.456663341333,True,True
UPPER|3MINDIA|2026-08-14,3MINDIA,2026-08-14,3MINDIA.NS,30360.311990489132,36695.0,33527.65599524457,0.21114836922457914,108823730.0,36565.0,37300.0,35000.0,35340.0,20827.0,948.4240445312378,True,True
