Removed_Year,Remaining_Count,Base_Practical_Mean_R,Base_Practical_R_PF
2023,2282,-0.10689329186764489,0.8901452140959021
2024,1740,-0.3188352984866621,0.6759888733497461
2025,1401,0.09137570900409321,1.0951679905587488
2026,1894,-0.04566725707351439,0.9522819892846384
