Symbol,Date,Base_ID,Seed_Date,Base_Age,Event,Original_Pivot,Active_Pivot,New_Pivot,Base_Low,Base_Depth_ATR,High,Low,Close
AMBER,2025-07-07 00:00:00,AMBER-2025-07-07,2025-07-07 00:00:00,0,SEEDED,7486.0,7486.0,,inf,-inf,7486.0,7260.0,7431.0
AMBER,2025-07-08 00:00:00,AMBER-2025-07-07,2025-07-07 00:00:00,1,TOO_SHORT_BREAKOUT,7486.0,7486.0,,7373.5,0.4680514226795594,7530.0,7373.5,7510.5
AMBER,2025-07-08 00:00:00,AMBER-2025-07-08,2025-07-08 00:00:00,0,SEEDED,7530.0,7530.0,,inf,-inf,7530.0,7373.5,7510.5
AMBER,2025-07-09 00:00:00,AMBER-2025-07-08,2025-07-08 00:00:00,1,TOO_SHORT_BREAKOUT,7530.0,7530.0,,7450.0,0.3413430422505825,7719.0,7450.0,7691.5
AMBER,2025-07-09 00:00:00,AMBER-2025-07-09,2025-07-09 00:00:00,0,SEEDED,7719.0,7719.0,,inf,-inf,7719.0,7450.0,7691.5
AMBER,2025-07-10 00:00:00,AMBER-2025-07-09,2025-07-09 00:00:00,1,TOO_SHORT_BREAKOUT,7719.0,7719.0,,7640.0,0.3335556699149287,7836.5,7640.0,7753.0
AMBER,2025-07-10 00:00:00,AMBER-2025-07-10,2025-07-10 00:00:00,0,SEEDED,7836.5,7836.5,,inf,-inf,7836.5,7640.0,7753.0
AMBER,2025-07-11 00:00:00,AMBER-2025-07-10,2025-07-10 00:00:00,1,FAILED_PROBE,7836.5,7836.5,7842.0,7380.0,1.951184476757792,7842.0,7380.0,7466.5
AMBER,2025-07-15 00:00:00,AMBER-2025-07-10,2025-07-10 00:00:00,3,FAILED_PROBE,7836.5,7842.0,7911.5,7380.0,1.974692723465717,7911.5,7660.0,7840.0
AMBER,2025-07-29 00:00:00,AMBER-2025-07-10,2025-07-10 00:00:00,13,FAILED_PROBE,7836.5,7911.5,8008.5,7203.0,3.028289598648183,8008.5,7252.0,7810.5
AMBER,2025-07-30 00:00:00,AMBER-2025-07-10,2025-07-10 00:00:00,14,BREAKOUT_CANDIDATE,7836.5,8008.5,,7203.0,3.4428895860425004,8115.0,7737.5,8040.5
AMBER,2025-07-30 00:00:00,AMBER-2025-07-30,2025-07-30 00:00:00,0,SEEDED,8115.0,8115.0,,inf,-inf,8115.0,7737.5,8040.5
AMBER,2025-08-01 00:00:00,AMBER-2025-07-30,2025-07-30 00:00:00,2,FAILED_PROBE,8115.0,8115.0,8173.5,7820.0,1.0697857598369998,8173.5,7850.0,7871.0
AMBER,2025-08-11 00:00:00,AMBER-2025-07-30,2025-07-30 00:00:00,8,DEPTH_INVALIDATED,8115.0,8173.5,,6801.0,4.977223577546719,7299.0,6801.0,6912.5
AMBER,2025-09-16 00:00:00,AMBER-2025-09-16,2025-09-16 00:00:00,0,SEEDED,8324.0,8324.0,,inf,-inf,8324.0,8081.0,8298.0
AMBER,2025-09-17 00:00:00,AMBER-2025-09-16,2025-09-16 00:00:00,1,FAILED_PROBE,8324.0,8324.0,8394.0,8203.0,0.5056133719798236,8394.0,8203.0,8287.5
AMBER,2025-09-24 00:00:00,AMBER-2025-09-16,2025-09-16 00:00:00,6,TOO_SHORT_BREAKOUT,8324.0,8394.0,,8167.0,0.9485474003257847,8420.0,8230.0,8410.0
AMBER,2025-09-24 00:00:00,AMBER-2025-09-24,2025-09-24 00:00:00,0,SEEDED,8420.0,8420.0,,inf,-inf,8420.0,8230.0,8410.0
AMBER,2025-09-25 00:00:00,AMBER-2025-09-24,2025-09-24 00:00:00,1,TOO_SHORT_BREAKOUT,8420.0,8420.0,,8350.0,0.3348970359288772,8497.0,8350.0,8438.5
AMBER,2025-09-25 00:00:00,AMBER-2025-09-25,2025-09-25 00:00:00,0,SEEDED,8497.0,8497.0,,inf,-inf,8497.0,8350.0,8438.5
AMBER,2025-10-27 00:00:00,AMBER-2025-09-25,2025-09-25 00:00:00,20,FAILED_PROBE,8497.0,8497.0,8520.5,7963.0,2.6101045576594184,8520.5,8301.0,8476.0
AMBER,2025-10-28 00:00:00,AMBER-2025-09-25,2025-09-25 00:00:00,21,BREAKOUT_CANDIDATE,8497.0,8520.5,,7963.0,2.724968709541434,8560.0,8353.5,8526.5
AMBER,2025-10-28 00:00:00,AMBER-2025-10-28,2025-10-28 00:00:00,0,SEEDED,8560.0,8560.0,,inf,-inf,8560.0,8353.5,8526.5
AMBER,2025-10-29 00:00:00,AMBER-2025-10-28,2025-10-28 00:00:00,1,FAILED_PROBE,8560.0,8560.0,8626.0,8290.0,1.238470132836904,8626.0,8290.0,8312.5
AMBER,2025-11-06 00:00:00,AMBER-2025-10-28,2025-10-28 00:00:00,6,DEPTH_INVALIDATED,8560.0,8626.0,,7643.0,4.508948668809914,7992.5,7643.0,7832.5
AMBER,2026-02-10 00:00:00,AMBER-2026-02-10,2026-02-10 00:00:00,0,SEEDED,7530.0,7530.0,,inf,-inf,7530.0,7172.5,7510.5
AMBER,2026-02-11 00:00:00,AMBER-2026-02-10,2026-02-10 00:00:00,1,TOO_SHORT_BREAKOUT,7530.0,7530.0,,7420.5,0.4104971637265788,7731.0,7420.5,7696.0
AMBER,2026-02-11 00:00:00,AMBER-2026-02-11,2026-02-11 00:00:00,0,SEEDED,7731.0,7731.0,,inf,-inf,7731.0,7420.5,7696.0
AMBER,2026-02-12 00:00:00,AMBER-2026-02-11,2026-02-11 00:00:00,1,TOO_SHORT_BREAKOUT,7731.0,7731.0,,7636.5,0.3501624596667452,7862.0,7636.5,7784.5
AMBER,2026-02-12 00:00:00,AMBER-2026-02-12,2026-02-12 00:00:00,0,SEEDED,7862.0,7862.0,,inf,-inf,7862.0,7636.5,7784.5
AMBER,2026-02-17 00:00:00,AMBER-2026-02-12,2026-02-12 00:00:00,3,FAILED_PROBE,7862.0,7862.0,7909.0,7660.0,0.7573908172066312,7909.0,7686.0,7818.0
AMBER,2026-02-18 00:00:00,AMBER-2026-02-12,2026-02-12 00:00:00,4,FAILED_PROBE,7862.0,7909.0,7920.0,7660.0,0.9336154132893622,7920.0,7764.0,7894.0
AMBER,2026-02-24 00:00:00,AMBER-2026-02-12,2026-02-12 00:00:00,8,TOO_SHORT_BREAKOUT,7862.0,7920.0,,7614.0,1.1473346042833126,8011.0,7699.0,7929.5
AMBER,2026-02-24 00:00:00,AMBER-2026-02-24,2026-02-24 00:00:00,0,SEEDED,8011.0,8011.0,,inf,-inf,8011.0,7699.0,7929.5
AMBER,2026-02-25 00:00:00,AMBER-2026-02-24,2026-02-24 00:00:00,1,TOO_SHORT_BREAKOUT,8011.0,8011.0,,7957.5,0.22408898945214364,8073.5,7957.5,8044.5
AMBER,2026-02-25 00:00:00,AMBER-2026-02-25,2026-02-25 00:00:00,0,SEEDED,8073.5,8073.5,,inf,-inf,8073.5,7957.5,8044.5
AMBER,2026-02-27 00:00:00,AMBER-2026-02-25,2026-02-25 00:00:00,2,FAILED_PROBE,8073.5,8073.5,8142.5,7919.0,0.6660143640952461,8142.5,7924.0,7974.0
AMBER,2026-03-09 00:00:00,AMBER-2026-02-25,2026-02-25 00:00:00,7,DEPTH_INVALIDATED,8073.5,8142.5,,7199.5,4.065058545901729,7769.5,7199.5,7310.5
AMBER,2026-04-27 00:00:00,AMBER-2026-04-27,2026-04-27 00:00:00,0,SEEDED,8191.5,8191.5,,inf,-inf,8191.5,7800.0,8111.5
AMBER,2026-04-28 00:00:00,AMBER-2026-04-27,2026-04-27 00:00:00,1,TOO_SHORT_BREAKOUT,8191.5,8191.5,,8093.0,0.33793233927891586,8241.0,8093.0,8200.0
AMBER,2026-04-28 00:00:00,AMBER-2026-04-28,2026-04-28 00:00:00,0,SEEDED,8241.0,8241.0,,inf,-inf,8241.0,8093.0,8200.0
AMBER,2026-04-29 00:00:00,AMBER-2026-04-28,2026-04-28 00:00:00,1,FAILED_PROBE,8241.0,8241.0,8277.5,8056.0,0.6578245458534335,8277.5,8056.0,8082.0
AMBER,2026-05-06 00:00:00,AMBER-2026-04-28,2026-04-28 00:00:00,6,TOO_SHORT_BREAKOUT,8241.0,8277.5,,7838.0,1.5627777724464003,8730.0,8150.0,8661.5
AMBER,2026-05-06 00:00:00,AMBER-2026-05-06,2026-05-06 00:00:00,0,SEEDED,8730.0,8730.0,,inf,-inf,8730.0,8150.0,8661.5
AMBER,2026-05-07 00:00:00,AMBER-2026-05-06,2026-05-06 00:00:00,1,TOO_SHORT_BREAKOUT,8730.0,8730.0,,8692.5,0.1360059942329144,8974.0,8692.5,8842.5
AMBER,2026-05-07 00:00:00,AMBER-2026-05-07,2026-05-07 00:00:00,0,SEEDED,8974.0,8974.0,,inf,-inf,8974.0,8692.5,8842.5
AMBER,2026-05-18 00:00:00,AMBER-2026-05-07,2026-05-07 00:00:00,7,DEPTH_INVALIDATED,8974.0,8974.0,,6980.0,7.163641351111173,8148.5,6980.0,7153.5
AMBUJACEM,2022-04-25 00:00:00,AMBUJACEM-2022-04-25,2022-04-25 00:00:00,0,SEEDED,380.9077485269216,380.9077485269216,,inf,-inf,380.9077485269216,363.61162212500454,369.85198974609375
AMBUJACEM,2022-04-26 00:00:00,AMBUJACEM-2022-04-25,2022-04-25 00:00:00,1,FAILED_PROBE,380.9077485269216,380.9077485269216,384.2490929310385,374.71655868047134,0.4644095127814711,384.2490929310385,374.71655868047134,378.5000915527344
AMBUJACEM,2022-06-07 00:00:00,AMBUJACEM-2022-04-25,2022-04-25 00:00:00,30,EXPIRED,380.9077485269216,384.2490929310385,,343.26903787642607,3.0739692811362036,361.15484884287275,355.45500200026015,357.0765075683594
AMBUJACEM,2022-08-02 00:00:00,AMBUJACEM-2022-08-02,2022-08-02 00:00:00,0,SEEDED,376.19064568354406,376.19064568354406,,inf,-inf,376.19064568354406,368.47620608468225,372.1123046875
