Research_Symbol,Provider,Provider_Ticker,Security_ISIN,Identity_Effective_Date,Identity_Source_URL,Reason
GLS,YAHOO,ALIVUS.NS,INE03Q201024,2025-01-20,https://nsearchives.nseindia.com/content/circulars/CML66114.pdf,NSE renamed GLS to ALIVUS; same listed security
